 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Cash flow rate over revenues
0.531272851,0.595235499,0.581883398,0.638997391,0.638997391,0.999239006,0.797763948,0.809641062,0.303613955,0.781910747,0.000458152,0.481494343
0.482084532,0.546936328,0.532790835,0.605788495,0.605788495,0.999001672,0.797408274,0.809331973,0.303488996,0.781591448,0.000162701,0.460620853
0.497538147,0.572830353,0.569463033,0.62278211,0.62278211,0.999103816,0.797571239,0.809692359,0.303560056,0.781968993,0.000333149,0.455380254
0.600350997,0.654819014,0.656084373,0.607813604,0.607813604,0.999071809,0.797497089,0.809413997,0.303497456,0.781680992,0.000125003,0.452295279
0.48452201,0.54535543,0.539429306,0.606220903,0.606220903,0.998975789,0.797414638,0.809347727,0.303554255,0.781622606,0.000195541,0.458540718
0.433724955,0.482664631,0.485518497,0.59281627,0.59281627,0.998663003,0.796929755,0.808950755,0.303361379,0.781185693,0.000293485,0.45440561
0.495051918,0.555440471,0.540553563,0.603158016,0.603158016,0.999016809,0.797433452,0.809343561,0.303501323,0.781602957,0.000105345,0.463167342
0.522107932,0.587385521,0.576369185,0.614069099,0.614069099,0.999067303,0.797496259,0.809416862,0.303505674,0.781683799,0.000229885,0.447673687
0.340028275,0.352322285,0.368970502,0.647458165,0.647458165,0.998082956,0.796144396,0.808143922,0.303202583,0.780310884,0.001750737,0.440762269
0.520109199,0.572012647,0.561807377,0.608959483,0.608959483,0.999005369,0.797431654,0.8093433,0.303522109,0.781603799,0.000209765,0.449040873
0.541217764,0.602812909,0.600513946,0.614393404,0.614393404,0.999119646,0.797705015,0.809634552,0.303760666,0.781919449,0.000182706,0.460218246
0.493004436,0.5611099,0.554044649,0.612310642,0.613233111,0.999112713,0.797435251,0.809417903,0.303303855,0.781683238,0.000171026,0.467045788
0.082825525,0.06928696,0.088388029,0.646845587,0.646845587,0.99708301,0.79579481,0.807814914,0.304683714,0.779956216,0.002741626,0.427991243
0.620338322,0.645333624,0.647197387,0.62756742,0.62756742,0.99928095,0.797793276,0.809602263,0.303577216,0.781898256,0.000232661,0.442459928
0.269000146,0.264555168,0.283634028,0.599014111,0.599014111,0.973424022,0.752968752,0.766197592,0.279350043,0.735093225,0.025651412,0.449482063
0.421586311,0.452518535,0.460784839,0.516172041,0.516172041,0.996685297,0.79469777,0.806782449,0.303598486,0.778804073,0.00104281,0.446113585
0.249305319,0.259376363,0.259382194,0.650131884,0.650131884,0.997640295,0.795867162,0.807790957,0.303644167,0.779914532,0.002236641,0.424263775
0.556183883,0.606029219,0.59869372,0.613535796,0.613535796,0.999086715,0.797530982,0.809424804,0.303525493,0.781691659,0.000201901,0.477062312
0.459562229,0.486371566,0.499652016,0.60339584,0.60339584,0.998682646,0.797094518,0.809038118,0.303608154,0.781237482,0.000443582,0.461469683
0.4513723,0.483972961,0.495529739,0.612216953,0.612216953,0.998628339,0.796720584,0.808728508,0.30306844,0.780935868,0.00063947,0.455049781
0.480329547,0.505887484,0.520424006,0.596729558,0.596729558,0.998917554,0.797306871,0.809234065,0.303487788,0.781480571,0.000101644,0.458159919
0.555062643,0.619821195,0.598211896,0.620865103,0.620865103,0.999124383,0.797792031,0.809644447,0.303903027,0.781858537,0.000281806,0.462813383
0.382927899,0.421445704,0.42207827,0.601745485,0.601745485,0.998962386,0.797177661,0.809122876,0.303168262,0.781366185,0.000137145,0.461790091
0.470969629,0.538486699,0.52267252,0.605702014,0.605702014,0.998973594,0.797390567,0.809319995,0.303516792,0.781563939,0.000189413,0.465153536
0.459220982,0.465547318,0.497457037,0.57592355,0.575426282,0.998421394,0.796721967,0.808705463,0.30350374,0.781014043,0.00025625,0.456588074
0.440744893,0.473506324,0.486482146,0.595475576,0.595410715,0.998745157,0.797125506,0.809092801,0.303531535,0.781330816,0.000252897,0.456735697
0.449081071,0.489315307,0.491353927,0.615387942,0.615387942,0.999066494,0.797213629,0.809150218,0.303013333,0.781365763,0.000251741,0.46276809
0.490615707,0.532108591,0.536002998,0.606948789,0.60588939,0.99901912,0.797376871,0.809298773,0.303397392,0.781555799,0.000146858,0.463115338
0.530834105,0.581334496,0.572032764,0.607755949,0.608462215,0.999049393,0.79757954,0.809454098,0.303688398,0.781715519,0.000157844,0.460139403
0.493248184,0.554513737,0.548155683,0.604786751,0.604786751,0.998997974,0.797423354,0.809355929,0.303523076,0.781617273,0.000150327,0.467270577
0.537220299,0.56432621,0.580598533,0.616879747,0.616879747,0.999237273,0.797683157,0.809561511,0.303476428,0.781832431,0.000104882,0.507314864
0.514356749,0.572884867,0.571979228,0.60456334,0.60456334,0.999007449,0.797412425,0.809343561,0.303484162,0.781601273,0.000137261,0.464645245
0.471457125,0.532054078,0.512286525,0.606285764,0.606285764,0.998979949,0.797407583,0.809308928,0.303533227,0.781549764,0.000192419,0.463249541
0.495051918,0.552714784,0.54344451,0.601572522,0.601572522,0.998972092,0.797398591,0.809322338,0.303533711,0.781579378,0.000124656,0.471710995
0.516745478,0.588148713,0.575780288,0.616404099,0.616404099,0.999045811,0.797490725,0.809419075,0.30354072,0.781685343,0.00028886,0.44625282
0.480378297,0.553205408,0.534771669,0.615820349,0.615820349,0.999047429,0.797499856,0.809436261,0.303553288,0.781654887,0.000277874,0.479295102
0.411690148,0.452354993,0.454039295,0.606898341,0.606898341,0.998728634,0.796903885,0.808869642,0.303178897,0.781111307,0.000453873,0.460080689
0.472822113,0.535052333,0.525402859,0.623300999,0.620713761,0.999010107,0.797297602,0.809260104,0.303277993,0.781515238,0.000393742,0.462648986
0.470335885,0.530527693,0.517158306,0.604894853,0.604894853,0.99899705,0.797389875,0.809304241,0.30346676,0.781515939,0.000153103,0.466203669
0.485838249,0.523222852,0.531720113,0.608959483,0.609514406,0.998993006,0.79731531,0.809240965,0.303344702,0.781547799,0.000231157,0.459730086
0.569053771,0.608427824,0.600513946,0.640121651,0.640121651,0.999416949,0.798082961,0.809795476,0.303799096,0.782078607,0.000297995,0.518834453
0.425730025,0.497982992,0.488784196,0.664408539,0.664408539,0.998997859,0.797182088,0.809186673,0.303101553,0.781425974,0.001106988,0.472653766
0.393750305,0.443142172,0.447240216,0.587634587,0.587634587,0.998318788,0.796535346,0.808621616,0.303392317,0.780848288,0.00055494,0.442572322
0.485253254,0.547372438,0.53611007,0.600563571,0.600772568,0.9989781,0.797448531,0.809367777,0.303608637,0.781629624,0.000105807,0.474083021
0.526934139,0.499727431,0.560308368,0.596354805,0.596354805,0.998819223,0.797053016,0.808999189,0.303249956,0.781283939,0.000193922,0.475747129
0.484765758,0.547045355,0.533968628,0.605759668,0.605759668,0.999023741,0.797406338,0.809327937,0.303439448,0.781587097,0.000140267,0.456534394
0.503631843,0.565361971,0.548851652,0.645822223,0.645822223,0.999045002,0.797486298,0.809385484,0.303534677,0.781639448,0.000761698,0.458755441
0.479013309,0.541266899,0.528186734,0.609536027,0.609557647,0.998997166,0.797394855,0.809318042,0.303474978,0.781576571,0.000227688,0.465364904
0.494028177,0.531617968,0.535039349,0.610667493,0.610667493,0.998965968,0.797399144,0.809307626,0.303547729,0.781565062,0.000276602,0.461555237
0.490371959,0.548626254,0.535467637,0.603684112,0.603871488,0.999022239,0.797420863,0.809332884,0.303467968,0.781579238,0.000111358,0.463288124
0.511480525,0.562418229,0.555222442,0.628201617,0.628201617,0.999109709,0.797465547,0.809368168,0.303362829,0.781632571,0.000414094,0.519993625
0.500463121,0.545464457,0.547620322,0.605197538,0.605197538,0.999033101,0.797413393,0.809340826,0.303431955,0.781600852,0.000121765,0.461560269
0.478135816,0.540449193,0.52674126,0.607474884,0.607474884,0.998975558,0.797394579,0.80931674,0.303519692,0.781574185,0.000216009,0.459220117
0.43196997,0.48964239,0.472830451,0.600304127,0.600304127,0.998939739,0.797323057,0.809246043,0.303469902,0.781490957,0.000136682,0.457383223
0.422658802,0.451482774,0.479736603,0.604411998,0.604411998,0.998653528,0.796685584,0.808744132,0.3029546,0.781216009,0.000489142,0.464705636
0.494369424,0.563017881,0.560308368,0.626947635,0.626947635,0.999006063,0.797439263,0.809425064,0.303534194,0.781680291,0.000497815,0.452617364
0.427192512,0.480429568,0.472830451,0.553164502,0.553164502,0.995219349,0.793053455,0.805242605,0.303792087,0.777183297,0.003103452,0.439047835
0.430994979,0.536960314,0.526259436,0.618551723,0.618551723,0.998689001,0.797109182,0.809341738,0.303620481,0.781559729,0.000680405,0.454013068
0.448203578,0.507631923,0.501472242,0.598560083,0.598531256,0.998941125,0.797326654,0.809267525,0.303473044,0.781521974,0.000106848,0.460375934
0.509628041,0.540994331,0.550725414,0.599482552,0.599482552,0.998961693,0.797424737,0.809339524,0.303601386,0.781546957,0.000101529,0.466641504
0.457904743,0.492640645,0.505219766,0.605694807,0.605694807,0.999015884,0.797229123,0.809162065,0.303146267,0.781496992,0.000146974,0.458488714
0.394042802,0.444941125,0.436907757,0.582589833,0.582589833,0.998303536,0.796655011,0.808624481,0.303633291,0.78082906,0.000489142,0.433228488
0.468434651,0.529600959,0.536484823,0.595158477,0.594891826,0.998851576,0.797111257,0.809241095,0.303284036,0.781528009,0.00013807,0.456032812
0.449519817,0.49242259,0.494459018,0.618458035,0.618458035,0.99851568,0.796972087,0.808933179,0.303743505,0.781161693,0.000852241,0.440564321
0.499146882,0.554568251,0.543337438,0.605925424,0.605269606,0.999044078,0.797471634,0.809366996,0.303510991,0.781628501,0.000111936,0.457742214
0.478330815,0.547917575,0.53027464,0.606732585,0.606732585,0.999006987,0.797466654,0.809383401,0.303579875,0.78163229,0.00017253,0.463090176
0.494271925,0.550098125,0.545960705,0.600628432,0.600577985,0.998975443,0.797405508,0.809334707,0.303538786,0.781593975,0.000105345,0.462934165
0.444401111,0.504579154,0.49429841,0.600945531,0.601075253,0.998986304,0.797145151,0.809099831,0.303061673,0.781356641,0.00010257,0.466401617
0.519670453,0.569068905,0.57412067,0.612029577,0.612123265,0.999109015,0.797560587,0.809516072,0.303530569,0.781780501,0.000156919,0.477196514
0.482035782,0.549607501,0.529418063,0.656711685,0.658462935,0.999017155,0.797599046,0.809470894,0.30378967,0.78166008,0.000992392,0.480283167
0.512748013,0.532708242,0.554794154,0.604548927,0.604548927,0.998947711,0.797393334,0.809311272,0.303575766,0.781566746,0.000196698,0.471877071
0.432749963,0.465220235,0.468815247,0.623899163,0.623899163,0.996005417,0.795366646,0.807230327,0.30618974,0.779220495,0.003451981,0.405542555
0.483010774,0.535270388,0.529632207,0.60413814,0.60413814,0.998973016,0.797391535,0.809312964,0.303519934,0.781566045,0.000164898,0.461652533
0.451274801,0.440798081,0.47352642,0.580615172,0.580615172,0.998070708,0.796280385,0.808153947,0.303465793,0.780321691,0.000690466,0.460340706
0.384877882,0.422535979,0.424808609,0.596333184,0.596333184,0.998884969,0.797200902,0.809136286,0.303370564,0.781394957,0.000127778,0.462341998
0.506946814,0.548353685,0.552759784,0.604599374,0.604599374,0.998987806,0.797472049,0.80938262,0.303629423,0.781638747,0.000157613,0.462479555
0.451323551,0.516081553,0.50040152,0.6037778,0.6037778,0.998871681,0.797316001,0.809246564,0.303599936,0.781478887,0.000260529,0.454100299
0.475259591,0.536960314,0.521762407,0.602307615,0.602307615,0.998968279,0.797396515,0.809314136,0.303538545,0.78157236,0.000140267,0.46219773
0.506605567,0.562309202,0.558862894,0.609334237,0.609334237,0.999027439,0.797449777,0.809374808,0.303507607,0.781636641,0.000193807,0.46073157
0.48803198,0.544265155,0.533058515,0.609492786,0.609492786,0.999057481,0.797460567,0.809357492,0.30346386,0.781607168,0.000166285,0.460248442
0.504168089,0.561927606,0.549708228,0.613737586,0.613723173,0.999050895,0.797431239,0.809344602,0.303425913,0.781605203,0.00024064,0.464009461
0.500999366,0.58182512,0.561272017,0.639119907,0.639119907,0.999170602,0.797673335,0.809631557,0.303598728,0.781837624,0.000528459,0.473732417
0.480427046,0.544646751,0.530381712,0.604570547,0.604570547,0.998988268,0.797404263,0.809326895,0.303510024,0.781585553,0.000156572,0.457175209
0.559206357,0.615623637,0.626371861,0.624900907,0.624900907,0.999299206,0.797772663,0.809764228,0.303503257,0.782057274,0.000171605,0.470308581
0.612440891,0.670191888,0.659135928,0.60973061,0.60973061,0.99911745,0.797574006,0.809469201,0.303536369,0.781738536,0.000110086,0.460464843
0.498756886,0.562254688,0.55131431,0.60393635,0.60393635,0.998981682,0.797456694,0.809377412,0.303615405,0.781639027,0.000152987,0.460463166
0.523131673,0.579917139,0.565608437,0.603273325,0.603273325,0.99902351,0.797489204,0.809386005,0.303584709,0.781649834,0.000100372,0.46381319
0.564178813,0.637865242,0.624498099,0.616757232,0.616757232,0.999094687,0.797534718,0.809453447,0.3035151,0.781719729,0.000245612,0.465708798
0.396382782,0.443251199,0.446223031,0.588578677,0.588578677,0.998696974,0.796815485,0.808832927,0.303090676,0.781059377,0.000191378,0.45781267
0.40223273,0.481247274,0.476792119,0.654722611,0.654722611,0.998665545,0.796907205,0.809037076,0.303316665,0.781273693,0.001284259,0.461889065
0.504606835,0.563672045,0.550671878,0.605997492,0.605997492,0.998988037,0.797417405,0.809334837,0.303533711,0.781594676,0.000179699,0.457462067
0.626919514,0.658907545,0.656298517,0.619315643,0.619315643,0.999100465,0.798162783,0.80989104,0.304600328,0.782188222,0.000280881,0.452902544
0.514795496,0.568687309,0.560201296,0.613449315,0.611950302,0.999109709,0.797590884,0.80946881,0.303582292,0.781740221,0.00015345,0.462794931
0.644079364,0.69515918,0.704266824,0.636893008,0.636893008,0.999456581,0.797694086,0.809602393,0.303037019,0.781883098,0.000206527,0.476859331
0.597621021,0.636120802,0.630440602,0.623711786,0.623711786,0.99925784,0.797770035,0.809597055,0.303585434,0.781871028,0.000193922,0.493523901
0.357285624,0.343000436,0.38256866,0.573285865,0.573285865,0.996589624,0.795253068,0.807305061,0.304769034,0.779461618,0.002055092,0.447252627
0.461122215,0.412668993,0.497189357,0.593054094,0.593054094,0.998450743,0.79628246,0.808273859,0.302674471,0.780952569,0.000509726,0.458840995
0.35319066,0.393807239,0.389153595,0.648517563,0.648517563,0.997681892,0.79628661,0.808277765,0.304290228,0.780427656,0.002169225,0.429291328
0.557110125,0.616550371,0.607634242,0.613672725,0.612548466,0.999074582,0.797527247,0.809433787,0.303544104,0.781701343,0.000198085,0.4690605
0.53024911,0.538432185,0.570962043,0.61530146,0.61530146,0.998959382,0.797414223,0.809339004,0.303588093,0.781578957,0.000357664,0.476161479
0.522449179,0.574792848,0.57792173,0.620634486,0.620634486,0.999261884,0.797596417,0.809545497,0.303273401,0.781821344,0.000140614,0.458492069
0.459903476,0.49095072,0.501739922,0.594841379,0.594841379,0.998847301,0.797226218,0.809160243,0.30349383,0.781402957,0.000141539,0.457606334
0.568322527,0.625381596,0.617110124,0.628338546,0.628338546,0.999250214,0.797754956,0.809625438,0.303575041,0.78190794,0.000275793,0.468451557
0.489201969,0.539358918,0.536806039,0.601457213,0.601457213,0.998991042,0.797381298,0.809308017,0.30346386,0.781566325,0.000103842,0.463957458
0.494125676,0.505560401,0.532255474,0.597205206,0.597673648,0.998836324,0.79712606,0.809067803,0.303341802,0.781305553,0.000197854,0.465418585
0.466484668,0.515645443,0.510359227,0.601406766,0.601435593,0.998918478,0.797332187,0.809261666,0.303530085,0.781489694,0.000176114,0.468822291
0.533417833,0.582315744,0.578189411,0.616396892,0.616396892,0.999129236,0.797585904,0.809470763,0.303532744,0.781736431,0.00020537,0.469510078
0.385365378,0.417357174,0.423148991,0.591922628,0.593039681,0.998749779,0.796833331,0.808797773,0.303011399,0.78101292,0.000210227,0.461332126
0.480085799,0.540558221,0.531131217,0.608534283,0.608534283,0.999012996,0.797388077,0.809322078,0.303430263,0.781577553,0.000195541,0.45897352
0.482425779,0.536633232,0.52797259,0.60321567,0.60321567,0.998993353,0.797409104,0.809319604,0.303507849,0.781580782,0.000129744,0.467973461
0.512894262,0.508885739,0.536538359,0.603114775,0.603114775,0.998948289,0.797322088,0.809078479,0.303450324,0.781318325,0.000173339,0.475876299
0.526544143,0.577409507,0.577868194,0.606574035,0.606574035,0.999017155,0.797443136,0.809364653,0.303517517,0.78162808,0.000159694,0.470863843
0.462925949,0.50670519,0.506183415,0.607128958,0.607128958,0.998956377,0.797334124,0.809245392,0.303454192,0.781527729,0.000229538,0.456195533
0.451274801,0.506759703,0.495636811,0.601925655,0.601925655,0.998933152,0.797353768,0.809278202,0.303537094,0.781530676,0.000169176,0.46512334
0.453956028,0.508068033,0.499919696,0.615222185,0.615222185,0.998894098,0.797315586,0.809241095,0.30355208,0.781492781,0.000421611,0.486236716
0.495003169,0.54988007,0.545639488,0.614991568,0.614991568,0.999043847,0.797479796,0.809400717,0.303525735,0.781661624,0.000268161,0.469652668
0.344805733,0.36873092,0.368328069,0.601190562,0.601197769,0.998905768,0.797089815,0.809012469,0.303133457,0.78126443,0.000185018,0.466123147
0.444937357,0.50130833,0.494405482,0.595533231,0.595533231,0.998868677,0.797212246,0.80916506,0.303424704,0.781411658,0.000131363,0.455220889
0.42626627,0.473342782,0.468815247,0.617643667,0.623466755,0.999097923,0.796942344,0.808894901,0.302473377,0.781142605,0.000350032,0.468317355
0.339345781,0.390263846,0.383960597,0.593263091,0.593263091,0.998706911,0.796530089,0.808552221,0.302571024,0.780734744,0.000256597,0.460993265
0.366743041,0.390972525,0.389688956,0.606098387,0.606746998,0.998856314,0.796415543,0.808315002,0.302058622,0.780488147,0.000323551,0.464898551
0.509091795,0.558275185,0.551153702,0.624850459,0.624850459,0.999073196,0.797716359,0.809533649,0.303877648,0.781797484,0.000397096,0.496994707
0.497733145,0.562309202,0.553616361,0.663558137,0.663558137,0.99918181,0.797486437,0.809414648,0.303248748,0.781693484,0.000909365,0.4715315
0.386827865,0.434419974,0.439531024,0.59032272,0.59032272,0.998385343,0.796641315,0.808706375,0.30343824,0.780919868,0.00053135,0.452390898
0.556037635,0.532054078,0.591305744,0.6075974,0.6075974,0.998985842,0.797374934,0.809301507,0.30346386,0.781562536,0.000207452,0.477902754
0.441719885,0.495747928,0.488141763,0.601731071,0.601731071,0.998932459,0.797294835,0.809226383,0.303435581,0.781484501,0.000166863,0.460090754
0.476819578,0.542466201,0.529310991,0.607496505,0.607518125,0.998989771,0.797394302,0.809326114,0.30348948,0.781586396,0.000202364,0.459975005
0.479062058,0.518425643,0.526527116,0.60858473,0.60858473,0.99892726,0.797342839,0.80927742,0.303530327,0.781531799,0.000282037,0.459305671
0.40340272,0.443796337,0.442368435,0.605363294,0.605399328,0.998892711,0.797151376,0.809092019,0.303267842,0.781320991,0.000265386,0.463219345
0.482182031,0.542684256,0.532897907,0.602869744,0.602869744,0.999002943,0.797381021,0.809315047,0.303438723,0.781573343,0.000114711,0.460902678
0.456296007,0.559201919,0.497082285,0.611308898,0.611308898,0.998889822,0.797493215,0.809397462,0.303871122,0.7814365,0.000363214,0.473306325
0.49480817,0.562036633,0.548102147,0.604411998,0.604411998,0.999005138,0.797430962,0.809354758,0.303521384,0.78161615,0.000137145,0.470555178
0.497538147,0.565361971,0.551421382,0.611344931,0.611344931,0.999108207,0.797470113,0.809394338,0.303374189,0.78164801,0.000145239,0.470597116
0.374737971,0.433111644,0.407891215,0.596686317,0.596686317,0.998893173,0.797239499,0.809168836,0.303421079,0.781387658,0.000125234,0.456688726
0.502218106,0.564053642,0.56774988,0.627473731,0.627473731,0.999005601,0.797438294,0.809428059,0.303532985,0.781686045,0.000506719,0.466111405
0.462438454,0.511338857,0.517051234,0.597140345,0.597140345,0.998555891,0.796839972,0.808970675,0.303428572,0.781202395,0.000470062,0.458597754
0.549651441,0.628107283,0.615343434,0.62895833,0.62895833,0.999171411,0.797627682,0.809559688,0.303517275,0.781834817,0.000364602,0.486134387
0.528884122,0.558002617,0.574334814,0.607655054,0.607655054,0.999055055,0.797482425,0.809403191,0.303506882,0.781679308,0.000139226,0.46525251
0.452737289,0.488988225,0.500829809,0.605226365,0.605226365,0.999030328,0.797262879,0.809195787,0.303175271,0.781507378,0.000125119,0.478751583
0.506020572,0.595235499,0.579527812,0.633210337,0.633210337,0.999174184,0.797574421,0.809563985,0.30341842,0.781837624,0.000430052,0.476738549
0.462925949,0.504034017,0.507950104,0.621023653,0.621023653,0.998692583,0.797106831,0.809049705,0.303609121,0.781295869,0.000716484,0.463751122
0.528494126,0.578608809,0.568606456,0.610364808,0.610415255,0.999111788,0.79761371,0.809469071,0.303617338,0.781749203,0.000126738,0.46610134
0.460000975,0.518316616,0.512286525,0.606984822,0.606984822,0.998980296,0.797307701,0.809247996,0.303357995,0.781534325,0.000203289,0.463162309
0.398186516,0.45813345,0.44841801,0.599907753,0.599943787,0.998954991,0.796847442,0.808847509,0.302606554,0.781080149,0.000115636,0.462019912
0.479744552,0.49547536,0.512661277,0.609384684,0.609384684,0.99901184,0.797205467,0.809078218,0.303113396,0.781358325,0.000210112,0.469340647
0.473699605,0.507904492,0.514106751,0.657540466,0.653050635,0.998851461,0.797281278,0.809135635,0.303581325,0.781504852,0.001071372,0.460988232
0.544678984,0.566670301,0.588254189,0.609759437,0.609759437,0.999081977,0.797574975,0.809475971,0.303612263,0.781741343,0.000146049,0.486317237
0.334519573,0.37456389,0.370951336,0.598250191,0.598250191,0.99878895,0.797003214,0.808955442,0.30322627,0.781184991,0.000254632,0.470045209
0.498415639,0.538323157,0.547566786,0.601363525,0.601248216,0.998949214,0.79739278,0.809331192,0.303571657,0.78159622,0.000142349,0.462117209
0.50514308,0.556040122,0.561539697,0.608368526,0.608368526,0.999046389,0.797441476,0.809369079,0.303453467,0.78168001,0.000159347,0.463725959
0.455272266,0.526875273,0.504791477,0.601341905,0.601341905,0.998948058,0.797374243,0.809300335,0.303541445,0.781548501,0.000145008,0.463925585
0.495051918,0.540449193,0.535949462,0.604253448,0.604030038,0.999031599,0.79742363,0.809326114,0.303453225,0.781586115,0.000104535,0.458658145
0.452883537,0.511120802,0.502328818,0.610213465,0.610299947,0.998909696,0.797302167,0.809241486,0.303496006,0.781494044,0.000327136,0.468007012
0.480378297,0.545955081,0.53230901,0.605010162,0.605010162,0.998999245,0.797399282,0.809326765,0.303478362,0.781587097,0.00015264,0.464375163
0.552673914,0.597852159,0.60956154,0.6237262,0.6237262,0.999272515,0.797765608,0.809707723,0.303546762,0.781996362,0.000179468,0.470320324
0.480817043,0.551133886,0.535628246,0.60375618,0.60375618,0.998984687,0.797421555,0.809353456,0.303547729,0.781603238,0.000147205,0.483129933
0.517476722,0.586676843,0.570159002,0.614926707,0.614926707,0.999059099,0.797492385,0.809406967,0.303516067,0.781665694,0.000251856,0.463665568
0.468629649,0.532217619,0.521494727,0.65737471,0.65737471,0.998987691,0.797375488,0.809312183,0.303460959,0.781571238,0.001004419,0.467851002
0.505923073,0.564380724,0.551635527,0.605147091,0.605147091,0.998996588,0.797429164,0.80934343,0.303536369,0.781603939,0.000157613,0.456240826
0.541607761,0.590492804,0.589217838,0.614206028,0.614206028,0.999049162,0.797730331,0.809603174,0.303952333,0.781884782,0.000250237,0.481633577
0.476332082,0.534507196,0.526580652,0.610984592,0.609182894,0.999040842,0.79738116,0.809311792,0.303359446,0.781569834,0.000177965,0.466903198
0.56910252,0.596925425,0.60195942,0.617823837,0.617823837,0.999182041,0.797645528,0.809496152,0.30352646,0.781757764,0.000175305,0.492061096
0.374932969,0.361371566,0.399646662,0.584917626,0.584917626,0.998346057,0.796529812,0.808506652,0.303325608,0.780701902,0.000483939,0.447262693
0.510603032,0.533307894,0.553081,0.599835685,0.599835685,0.998952102,0.797385448,0.809311923,0.303552805,0.781543869,0.000116677,0.473094957
0.398186516,0.446085914,0.439638096,0.645079923,0.645079923,0.998620135,0.796929063,0.808882402,0.303449599,0.781090956,0.001174867,0.454640464
0.548773948,0.57599215,0.601905884,0.625218005,0.625218005,0.999055748,0.797547583,0.809502401,0.30361903,0.781754115,0.000420339,0.483358077
0.561985083,0.620202791,0.618662669,0.630738408,0.630738408,0.999408283,0.79780545,0.80971254,0.303332134,0.782002256,0.000155994,0.467649698
0.506459318,0.545573485,0.5563467,0.607100131,0.607064097,0.999034487,0.797410626,0.809341738,0.303424463,0.781609413,0.000150212,0.46276138
0.498903135,0.565525512,0.551100166,0.623992851,0.623992851,0.999067072,0.797460567,0.809380276,0.303443557,0.781634817,0.000389348,0.46449259
0.580802418,0.625599651,0.617913165,0.631379812,0.631379812,0.999325782,0.797787742,0.809615152,0.303474011,0.781896431,0.000248965,0.472554792
0.50967679,0.512265591,0.546710209,0.599086179,0.599107799,0.998828004,0.797210586,0.809147353,0.303506882,0.781383588,0.000229307,0.465494074
0.498123141,0.522514174,0.526366508,0.605449776,0.605449776,0.999011147,0.797397484,0.809285102,0.303450324,0.781545413,0.000147899,0.457879772
0.531565349,0.560183166,0.567107447,0.620612866,0.620612866,0.999140213,0.797615232,0.80944199,0.303561023,0.78175987,0.000261917,0.475114701
0.484375762,0.535270388,0.533272659,0.600779775,0.600779775,0.99896955,0.797394579,0.809314527,0.30353226,0.781593553,0.00011448,0.456276054
0.454979769,0.515590929,0.504577333,0.609074792,0.609074792,0.998918594,0.797324717,0.809255417,0.303516792,0.781508922,0.000298573,0.461806866
0.523034173,0.570758831,0.575405536,0.616598683,0.616598683,0.999085444,0.797517702,0.809437823,0.303504948,0.781720852,0.000252319,0.466200314
0.510408034,0.554023114,0.553402216,0.613398867,0.613651105,0.998996126,0.7974928,0.809377282,0.303648276,0.781671448,0.000294411,0.462986169
0.420123824,0.448757087,0.451362493,0.596607042,0.596607042,0.998799349,0.797033648,0.808933048,0.30325769,0.78116478,0.000217859,0.451303859
0.512065519,0.56607065,0.556989132,0.614451059,0.614451059,0.999034025,0.797597386,0.809471545,0.303751723,0.781729133,0.000269317,0.480559959
0.508116804,0.55849324,0.547084962,0.663089696,0.663089696,0.999124152,0.797529599,0.809395249,0.303444765,0.781665694,0.000959552,0.474955336
0.377809194,0.396205844,0.404946732,0.595446749,0.595446749,0.998510019,0.796696374,0.808623699,0.303273643,0.780819657,0.00048868,0.45735806
0.46975089,0.525784998,0.518229027,0.601947275,0.601947275,0.99894748,0.797357503,0.809285102,0.30351365,0.781547238,0.0001553,0.463412261
0.420855068,0.441125164,0.459285829,0.602920192,0.602920192,0.998837364,0.797205191,0.809142275,0.303477878,0.781398325,0.000281112,0.465569563
0.38741286,0.401166594,0.420900476,0.605615532,0.605651566,0.998784443,0.79710351,0.809043976,0.303410928,0.781300921,0.0003779,0.456128432
0.497879394,0.552387702,0.543390974,0.605096643,0.60510385,0.999040149,0.797437049,0.809345383,0.303458784,0.781611238,0.000113208,0.464415423
0.415833861,0.465492804,0.453878687,0.605449776,0.605449776,0.998820263,0.797211139,0.809126131,0.303524043,0.781368009,0.000338699,0.462623823
0.487690733,0.534725251,0.543551582,0.625571138,0.625571138,0.998990579,0.797346713,0.809318823,0.303404643,0.781573483,0.000491224,0.45749394
0.449617316,0.494439599,0.506022806,0.583339339,0.583339339,0.99845444,0.796505603,0.808725644,0.303056839,0.780938394,0.000350147,0.458983585
0.237459172,0.176733537,0.171636597,0.610004468,0.610004468,0.99522166,0.792249973,0.802718208,0.302383707,0.77439522,0.00401328,0.452479807
0.514113002,0.553150894,0.563681139,0.612815117,0.612815117,0.999105433,0.797447978,0.80938275,0.303341318,0.781639589,0.000171605,0.467585952
0.472724614,0.533580462,0.522886664,0.603424667,0.603424667,0.998949098,0.797381021,0.809307756,0.303551355,0.781565483,0.000177386,0.459064107
0.47769707,0.504579154,0.508646073,0.605716427,0.605075023,0.999035643,0.797308116,0.809167534,0.303242947,0.781413062,0.000117255,0.47053337
