cliente_id,respuesta,cobertura,genero,estado,prima_mensual,meses_sin_reclamo,meses_poliza,reclamos,polizas,poliza_tipo,canal
OO92815,No,Extended,F,Married,83,19,51,0,1,Personal Auto,Agent
HV50891,Yes,Extended,M,Married,92,24,95,4,1,Personal Auto,Branch
RK59543,Yes,Basic,F,Single,71,25,29,0,3,Personal Auto,Call Center
IH54239,No,Basic,M,Married,63,20,63,0,5,Personal Auto,Branch
GB14456,No,Extended,M,Single,130,9,43,0,2,Personal Auto,Branch
RC95515,No,Basic,M,Divorced,63,17,10,0,7,Personal Auto,Branch
TI61458,Yes,Extended,F,Divorced,89,32,59,0,2,Personal Auto,Web
RB49468,No,Basic,F,Single,70,9,96,0,2,Personal Auto,Branch
SJ18454,No,Basic,M,Single,111,13,55,0,2,Personal Auto,Call Center
KC19420,No,Extended,F,Married,127,26,44,0,1,Personal Auto,Agent
TP12241,No,Basic,F,Married,67,9,37,1,9,Personal Auto,Branch
BD89564,Yes,Premium,M,Single,154,33,24,0,1,Personal Auto,Branch
SG20925,No,Basic,F,Married,64,16,25,1,5,Personal Auto,Call Center
CJ97736,No,Basic,F,Married,74,28,47,0,3,Personal Auto,Web
SK79760,No,Extended,M,Divorced,121,12,47,0,2,Corporate Auto,Branch
YB70005,No,Extended,M,Married,123,7,84,0,8,Special Auto,Branch
QI40455,No,Basic,F,Married,107,18,79,0,2,Personal Auto,Branch
YL72747,No,Basic,M,Divorced,61,5,21,0,1,Personal Auto,Branch
FL18392,No,Basic,F,Married,71,27,48,0,6,Personal Auto,Branch
AL21967,No,Extended,M,Married,84,34,2,0,2,Corporate Auto,Call Center
KC67431,No,Extended,F,Married,133,7,9,0,8,Personal Auto,Branch
EG40823,No,Basic,F,Married,116,6,63,0,1,Personal Auto,Agent
QO89177,No,Premium,M,Divorced,101,12,1,0,2,Personal Auto,Agent
AV72430,No,Premium,M,Married,103,26,68,1,2,Personal Auto,Branch
AT36002,No,Basic,F,Single,193,30,38,0,7,Personal Auto,Agent
WI29961,No,Basic,M,Married,69,19,88,0,8,Personal Auto,Branch
ZR11692,No,Basic,M,Married,64,23,43,0,8,Corporate Auto,Call Center
No36572,No,Premium,M,Married,116,28,81,0,1,Personal Auto,Call Center
YZ56105,No,Extended,F,Single,99,14,48,2,9,Personal Auto,Branch
MN62189,No,Basic,F,Divorced,117,13,39,0,6,Personal Auto,Agent
MQ32284,No,Basic,F,Married,102,2,31,0,2,Personal Auto,Agent
NS38229,No,Basic,F,Married,64,1,91,0,4,Personal Auto,Agent
IB41597,No,Extended,F,Married,91,27,85,0,2,Personal Auto,Agent
IP68868,No,Premium,M,Single,111,29,76,0,1,Personal Auto,Branch
EL70257,No,Basic,F,Divorced,71,34,56,0,2,Personal Auto,Agent
NB27041,Yes,Premium,F,Married,113,20,44,0,9,Corporate Auto,Web
BM28359,No,Basic,M,Single,72,6,34,4,3,Personal Auto,Agent
VB77950,No,Extended,F,Married,98,30,63,0,1,Personal Auto,Agent
PE47967,No,Basic,F,Divorced,186,32,24,1,1,Personal Auto,Branch
QR47308,No,Basic,F,Married,69,18,34,0,1,Personal Auto,Web
YU49449,No,Basic,M,Married,66,23,19,0,1,Personal Auto,Agent
KN25124,No,Basic,F,Married,61,25,45,1,1,Personal Auto,Branch
HI51182,No,Premium,F,Married,106,6,14,0,3,Personal Auto,Branch
MS18916,Yes,Extended,M,Married,98,19,96,1,1,Personal Auto,Branch
IE40701,No,Basic,M,Married,73,10,10,0,1,Personal Auto,Call Center
UT48216,Yes,Extended,M,Single,210,7,24,2,1,Personal Auto,Agent
VN92740,Yes,Basic,F,Single,71,3,32,0,1,Corporate Auto,Agent
IZ55070,No,Basic,F,Married,69,7,24,4,8,Personal Auto,Web
PQ19113,No,Premium,F,Married,170,30,47,0,1,Personal Auto,Agent
AW48347,Yes,Extended,M,Single,125,6,61,0,2,Personal Auto,Agent
DY30071,No,Basic,M,Married,71,16,37,0,3,Personal Auto,Agent
ZN24083,No,Basic,M,Divorced,71,14,59,1,3,Corporate Auto,Web
JU74347,No,Basic,M,Married,100,8,16,1,4,Corporate Auto,Agent
YJ35850,No,Extended,M,Married,122,8,60,0,3,Personal Auto,Web
JP41935,No,Basic,M,Married,70,28,10,2,2,Personal Auto,Branch
GP67816,No,Premium,F,Married,116,29,63,0,2,Personal Auto,Branch
PW51793,No,Extended,M,Divorced,93,18,95,0,3,Personal Auto,Branch
UF59346,No,Basic,M,Married,104,9,39,0,1,Personal Auto,Call Center
FG29932,Yes,Extended,M,Single,210,7,24,2,1,Special Auto,Agent
ER19995,No,Basic,F,Single,64,24,8,0,2,Personal Auto,Call Center
BY54111,No,Basic,M,Married,73,35,14,0,2,Personal Auto,Branch
RI85578,No,Basic,F,Married,65,24,12,0,1,Personal Auto,Call Center
PT15464,No,Basic,F,Married,114,2,75,0,6,Personal Auto,Agent
BP92643,Yes,Premium,F,Single,116,23,21,0,2,Personal Auto,Agent
NG85002,No,Extended,M,Married,135,34,28,1,3,Corporate Auto,Branch
GQ46925,No,Premium,M,Married,143,35,58,0,1,Personal Auto,Call Center
RF14806,No,Extended,F,Divorced,78,15,44,0,1,Personal Auto,Branch
KJ23009,No,Extended,F,Married,133,29,0,1,5,Corporate Auto,Agent
IB81655,No,Basic,M,Single,101,4,37,0,3,Personal Auto,Branch
GK92563,No,Extended,F,Divorced,85,34,88,0,7,Personal Auto,Agent
HR64684,No,Extended,M,Divorced,99,25,57,5,2,Personal Auto,Agent
QS96715,No,Basic,F,Married,102,9,43,2,4,Personal Auto,Web
SW55711,No,Premium,M,Married,103,30,23,2,1,Corporate Auto,Branch
LZ19268,Yes,Basic,F,Married,102,10,77,0,2,Personal Auto,Branch
FU74983,No,Extended,F,Divorced,96,10,70,0,2,Personal Auto,Call Center
KB99097,Yes,Basic,F,Single,73,35,52,3,5,Special Auto,Web
AP52126,No,Basic,F,Married,108,29,52,0,2,Personal Auto,Branch
EX61844,No,Basic,M,Married,71,21,28,0,2,Personal Auto,Agent
QC30857,No,Basic,F,Married,73,33,27,0,1,Personal Auto,Agent
RT69513,No,Basic,F,Married,64,34,47,0,7,Personal Auto,Agent
HV85198,No,Basic,M,Married,70,13,76,0,2,Personal Auto,Branch
BS91566,No,Basic,F,Married,68,19,19,0,5,Corporate Auto,Call Center
IL40123,No,Basic,F,Married,70,20,13,0,4,Corporate Auto,Branch
MY32149,No,Extended,F,Married,96,2,88,0,1,Personal Auto,Agent
SA91515,No,Basic,M,Married,111,35,68,0,1,Personal Auto,Call Center
SA25987,No,Premium,M,Single,104,13,29,0,1,Personal Auto,Branch
TB86706,No,Basic,M,Married,66,8,11,0,1,Personal Auto,Branch
ZL73902,Yes,Extended,F,Divorced,82,10,69,0,1,Personal Auto,Agent
KX23516,No,Extended,F,Married,121,16,64,0,1,Personal Auto,Agent
FN77294,No,Basic,M,Single,101,25,13,2,3,Personal Auto,Branch
VI78454,No,Basic,M,Divorced,70,8,34,0,1,Personal Auto,Call Center
FP59138,Yes,Extended,M,Single,125,6,61,0,2,Personal Auto,Agent
XN62489,Yes,Basic,M,Divorced,71,13,24,0,1,Corporate Auto,Web
GP66031,No,Basic,F,Married,64,27,34,0,1,Corporate Auto,Agent
IX68587,Yes,Basic,F,Divorced,65,9,81,0,3,Personal Auto,Agent
HX17929,Yes,Extended,F,Divorced,90,18,84,0,2,Personal Auto,Agent
IC59236,No,Basic,F,Married,62,14,11,0,6,Corporate Auto,Branch
VG31922,No,Premium,F,Married,175,12,60,0,1,Personal Auto,Call Center
HP87787,Yes,Basic,M,Married,114,24,10,3,9,Corporate Auto,Agent
AL78075,No,Premium,M,Single,108,7,57,0,1,Personal Auto,Branch
WA97671,No,Basic,M,Single,63,1,21,0,2,Personal Auto,Branch
QZ77637,No,Basic,F,Married,72,12,51,1,2,Corporate Auto,Agent
FP11777,Yes,Extended,M,Divorced,137,2,40,0,5,Corporate Auto,Agent
ID45268,No,Extended,F,Married,80,5,10,0,8,Personal Auto,Web
AX86150,No,Basic,M,Single,67,34,32,0,1,Personal Auto,Agent
MW57614,Yes,Basic,F,Divorced,63,22,96,0,1,Personal Auto,Web
TJ30081,Yes,Basic,M,Single,104,17,61,0,2,Personal Auto,Call Center
FW44940,No,Basic,F,Divorced,113,15,93,0,5,Personal Auto,Web
CS55808,No,Extended,M,Single,88,4,52,0,2,Personal Auto,Branch
WZ61178,No,Basic,F,Married,69,29,57,0,5,Personal Auto,Branch
IV55977,No,Basic,M,Married,73,35,87,1,1,Personal Auto,Web
YC67208,Yes,Basic,M,Married,61,7,38,0,1,Personal Auto,Web
LZ89773,No,Basic,M,Married,62,26,98,0,1,Personal Auto,Agent
IP52990,No,Basic,F,Married,106,12,6,0,2,Personal Auto,Web
VF73104,No,Basic,F,Married,63,19,13,0,8,Personal Auto,Agent
OC80343,No,Basic,M,Single,101,30,49,0,3,Personal Auto,Web
EL89222,Yes,Basic,F,Married,107,2,74,0,3,Personal Auto,Branch
QB14114,No,Extended,F,Single,132,1,75,0,1,Personal Auto,Call Center
HM41195,No,Extended,M,Married,76,17,27,0,8,Personal Auto,Branch
JT41591,No,Extended,M,Single,83,15,85,1,1,Personal Auto,Agent
HE15857,No,Extended,M,Single,83,12,1,2,9,Personal Auto,Call Center
KI64666,No,Basic,F,Single,71,32,35,0,2,Personal Auto,Call Center
JC33752,No,Extended,F,Single,82,32,8,1,9,Personal Auto,Agent
JA25453,No,Premium,M,Single,103,25,80,0,9,Personal Auto,Agent
AJ69778,No,Extended,F,Divorced,84,3,37,3,8,Personal Auto,Web
FQ83162,No,Basic,M,Divorced,109,3,19,0,2,Personal Auto,Agent
EY89842,No,Basic,M,Single,114,3,70,0,1,Corporate Auto,Call Center
TG69238,No,Basic,F,Married,108,13,28,0,2,Personal Auto,Call Center
UI63465,No,Basic,F,Divorced,74,29,32,0,1,Corporate Auto,Agent
WX33904,No,Basic,M,Divorced,61,25,79,0,2,Special Auto,Branch
HA20933,No,Basic,F,Married,114,20,96,1,2,Personal Auto,Agent
BU16704,No,Extended,F,Single,82,31,25,0,8,Personal Auto,Branch
JV68002,Yes,Extended,M,Married,96,28,90,5,5,Corporate Auto,Agent
PM78410,No,Basic,F,Single,67,7,8,3,3,Personal Auto,Agent
PU92298,No,Basic,F,Married,74,11,76,4,2,Personal Auto,Call Center
AA16582,Yes,Basic,M,Divorced,71,13,3,0,2,Personal Auto,Agent
AZ87715,No,Basic,F,Divorced,74,0,41,0,2,Personal Auto,Branch
GI89160,No,Basic,F,Married,199,26,46,0,2,Personal Auto,Call Center
WV57813,No,Basic,F,Single,73,21,31,0,3,Personal Auto,Branch
EW86465,No,Basic,M,Married,61,11,44,0,3,Corporate Auto,Web
UW70224,No,Basic,F,Married,66,8,68,0,1,Personal Auto,Call Center
LU12532,Yes,Extended,F,Married,84,1,9,0,6,Personal Auto,Agent
WD48852,No,Basic,F,Single,180,14,70,0,4,Special Auto,Agent
BH43379,No,Extended,F,Divorced,83,17,89,2,1,Personal Auto,Branch
GV59387,No,Basic,F,Married,74,23,62,0,3,Personal Auto,Call Center
LQ76410,Yes,Extended,M,Divorced,81,0,41,0,1,Special Auto,Call Center
MF19231,No,Extended,M,Married,94,26,99,0,3,Personal Auto,Call Center
XS47087,No,Basic,M,Married,100,0,81,0,2,Personal Auto,Agent
IL56791,No,Basic,M,Single,65,12,57,2,1,Personal Auto,Agent
UV88036,No,Extended,F,Married,88,2,43,0,3,Personal Auto,Agent
SE76116,No,Basic,M,Divorced,119,8,86,0,7,Personal Auto,Branch
GJ63103,No,Basic,F,Married,67,18,59,0,2,Personal Auto,Web
PL78574,Yes,Premium,M,Single,103,6,28,0,2,Personal Auto,Agent
NV69875,No,Basic,M,Married,74,2,36,0,1,Corporate Auto,Branch
MC38650,No,Extended,M,Married,99,7,4,0,1,Personal Auto,Call Center
No73819,No,Extended,F,Married,137,14,78,0,7,Personal Auto,Agent
OW84864,No,Extended,F,Single,82,26,33,0,3,Personal Auto,Web
BV91898,No,Basic,F,Single,103,9,72,0,2,Personal Auto,Web
WQ54314,No,Basic,F,Married,73,17,5,2,8,Personal Auto,Agent
NM57315,Yes,Basic,M,Divorced,73,25,56,0,2,Special Auto,Call Center
JB51220,No,Premium,F,Single,155,9,62,1,8,Corporate Auto,Call Center
EN77569,Yes,Extended,F,Married,94,3,38,0,1,Special Auto,Agent
YP47665,No,Basic,M,Married,67,22,24,0,7,Personal Auto,Agent
QO54008,No,Extended,M,Divorced,122,15,11,0,2,Personal Auto,Call Center
EQ59908,Yes,Extended,M,Married,83,3,72,3,1,Corporate Auto,Agent
YU72540,No,Basic,F,Married,65,21,19,0,2,Personal Auto,Call Center
BZ50261,No,Basic,F,Married,72,12,36,0,2,Personal Auto,Branch
QE92747,No,Premium,F,Married,102,8,54,0,3,Corporate Auto,Agent
KG83280,Yes,Extended,F,Divorced,79,14,28,0,1,Personal Auto,Branch
IL42365,No,Extended,F,Married,125,8,2,4,1,Personal Auto,Branch
FI86516,No,Basic,F,Single,68,4,67,0,9,Corporate Auto,Agent
FV14881,No,Basic,F,Married,197,30,47,1,6,Personal Auto,Call Center
RR54950,No,Basic,M,Married,66,23,14,1,8,Special Auto,Branch
FC70869,No,Extended,F,Married,76,9,79,3,1,Personal Auto,Web
PB60303,No,Extended,F,Married,223,5,28,1,6,Personal Auto,Branch
HO50571,Yes,Extended,F,Married,129,21,59,0,3,Personal Auto,Branch
BH86846,No,Basic,M,Married,65,12,68,1,2,Corporate Auto,Agent
PC42162,No,Extended,M,Single,77,0,84,0,3,Personal Auto,Branch
KD21661,No,Premium,M,Single,165,29,6,2,1,Personal Auto,Agent
FZ73016,No,Basic,F,Married,113,32,24,0,1,Personal Auto,Call Center
HJ19927,No,Basic,M,Married,69,11,44,0,5,Personal Auto,Agent
RJ99408,No,Basic,M,Married,68,13,11,0,9,Personal Auto,Branch
EL81968,No,Extended,M,Married,97,3,60,1,7,Personal Auto,Call Center
WU86174,No,Basic,F,Married,72,29,86,0,1,Personal Auto,Branch
DN21342,No,Extended,F,Divorced,96,25,71,0,6,Personal Auto,Web
PB60406,No,Basic,F,Single,71,12,87,0,6,Personal Auto,Agent
IY37465,Yes,Basic,M,Married,63,27,52,0,7,Corporate Auto,Call Center
LF55270,Yes,Extended,F,Divorced,89,22,93,0,2,Personal Auto,Agent
UV69038,No,Extended,M,Single,137,34,77,0,4,Corporate Auto,Branch
IS63925,Yes,Basic,F,Divorced,106,25,54,1,3,Personal Auto,Agent
CQ21583,No,Extended,M,Married,79,8,38,0,2,Personal Auto,Call Center
PR21713,Yes,Basic,M,Married,73,5,85,0,4,Personal Auto,Agent
XE10977,No,Basic,F,Married,66,7,17,0,1,Personal Auto,Web
JG87029,No,Basic,M,Single,61,8,48,0,1,Personal Auto,Call Center
BK21146,Yes,Basic,M,Married,102,35,48,0,2,Personal Auto,Branch
WE19034,No,Basic,M,Married,62,4,13,0,1,Corporate Auto,Agent
DF62718,No,Extended,F,Married,90,14,20,0,3,Personal Auto,Agent
MS59254,No,Premium,M,Married,104,29,7,0,2,Corporate Auto,Branch
WC65050,No,Basic,F,Divorced,71,19,64,1,1,Personal Auto,Branch
ST27958,Yes,Basic,M,Single,67,28,22,0,5,Personal Auto,Agent
XZ81226,No,Extended,F,Married,80,27,79,0,9,Personal Auto,Branch
TU53781,Yes,Extended,F,Divorced,215,4,21,1,1,Corporate Auto,Agent
GC93551,No,Basic,F,Divorced,66,8,91,0,9,Personal Auto,Branch
MO33279,No,Basic,F,Divorced,70,13,26,0,5,Personal Auto,Agent
LD20926,No,Extended,F,Single,92,34,39,1,2,Personal Auto,Call Center
PW90662,No,Extended,M,Single,126,1,85,4,2,Personal Auto,Web
WS53288,Yes,Extended,F,Single,97,1,66,0,2,Personal Auto,Branch
HE84643,No,Basic,F,Single,63,5,79,0,1,Personal Auto,Branch
CL37990,No,Extended,F,Single,99,21,35,1,4,Corporate Auto,Call Center
HR87252,No,Basic,F,Divorced,113,10,64,0,5,Personal Auto,Branch
SB27146,No,Premium,F,Single,116,1,76,1,1,Personal Auto,Agent
KI58952,No,Premium,F,Single,164,3,47,1,2,Personal Auto,Web
RM21896,No,Extended,F,Divorced,91,12,52,0,2,Personal Auto,Call Center
JS38272,Yes,Extended,M,Married,122,27,2,0,1,Personal Auto,Agent
NJ15094,No,Basic,F,Married,72,6,67,0,8,Personal Auto,Agent
MZ88454,No,Basic,F,Single,70,20,81,0,9,Personal Auto,Call Center
PO27978,No,Basic,F,Single,73,35,36,0,2,Personal Auto,Call Center
VT28596,No,Basic,F,Single,66,27,89,0,3,Personal Auto,Branch
TI19722,Yes,Extended,M,Divorced,88,25,43,0,1,Corporate Auto,Branch
DO83038,No,Basic,F,Married,70,22,49,0,2,Personal Auto,Call Center
AG62087,No,Extended,M,Married,87,17,42,0,1,Corporate Auto,Agent
BA56812,No,Extended,M,Divorced,80,1,36,0,4,Corporate Auto,Branch
QF74147,No,Basic,F,Divorced,70,13,75,0,2,Special Auto,Call Center
RN88075,No,Extended,F,Single,84,26,37,0,1,Personal Auto,Branch
OG71924,No,Extended,F,Married,93,28,3,0,8,Personal Auto,Branch
YF87007,Yes,Extended,F,Divorced,90,18,84,0,2,Corporate Auto,Agent
ZL18631,No,Basic,F,Married,63,32,94,0,1,Personal Auto,Call Center
BZ71120,No,Basic,F,Married,105,15,72,0,9,Personal Auto,Branch
UP60200,No,Premium,M,Married,110,27,30,0,2,Personal Auto,Call Center
XZ64172,Yes,Premium,M,Divorced,276,33,91,0,1,Corporate Auto,Agent
CA47176,No,Extended,M,Married,87,24,29,0,2,Personal Auto,Branch
CI68869,No,Basic,F,Single,70,17,20,5,1,Personal Auto,Agent
XT10744,No,Basic,M,Married,73,10,98,0,2,Special Auto,Call Center
HT48275,No,Basic,M,Married,69,9,92,0,6,Personal Auto,Call Center
HB48073,No,Basic,F,Married,117,10,10,0,5,Corporate Auto,Agent
MD43085,No,Premium,F,Married,101,25,27,4,1,Personal Auto,Call Center
NJ11986,No,Premium,F,Single,114,16,70,1,1,Corporate Auto,Web
HH55884,No,Extended,M,Single,97,10,8,0,1,Personal Auto,Agent
JP69867,No,Premium,M,Divorced,106,7,70,0,6,Personal Auto,Call Center
FT86104,Yes,Basic,M,Single,65,15,26,0,3,Corporate Auto,Agent
GV39658,No,Extended,F,Divorced,121,20,10,0,2,Corporate Auto,Branch
GB66110,No,Basic,M,Single,62,10,97,0,3,Personal Auto,Branch
VD51297,No,Basic,M,Single,61,6,48,0,2,Personal Auto,Call Center
EP29567,No,Extended,M,Married,93,13,55,0,9,Corporate Auto,Web
PE59368,No,Basic,F,Married,64,24,92,0,5,Personal Auto,Agent
DQ50538,No,Basic,M,Married,113,9,43,0,4,Personal Auto,Branch
WP58340,Yes,Premium,M,Divorced,276,33,91,0,1,Personal Auto,Agent
TM23788,No,Extended,M,Divorced,89,6,49,1,3,Personal Auto,Agent
UF44021,No,Basic,M,Single,61,8,91,0,1,Personal Auto,Agent
WB96917,No,Extended,M,Single,87,2,70,0,2,Personal Auto,Call Center
MN95006,No,Basic,M,Married,180,13,86,2,1,Personal Auto,Call Center
NP60037,No,Basic,M,Divorced,186,35,39,1,8,Corporate Auto,Web
NQ71171,No,Basic,M,Married,64,18,80,0,7,Personal Auto,Agent
SM58898,No,Basic,F,Married,107,7,4,0,2,Corporate Auto,Call Center
FN98595,No,Extended,F,Married,94,22,77,0,3,Special Auto,Branch
TW94555,Yes,Extended,M,Married,136,35,93,0,1,Personal Auto,Agent
XW60886,No,Extended,M,Single,90,15,55,0,3,Personal Auto,Branch
IE84844,No,Basic,F,Single,65,29,32,0,3,Personal Auto,Agent
HY76810,No,Premium,F,Married,172,23,6,0,1,Corporate Auto,Branch
JL41129,No,Basic,M,Married,100,35,3,0,6,Personal Auto,Branch
OQ41280,No,Extended,M,Divorced,88,11,82,3,4,Corporate Auto,Agent
AP65984,No,Extended,F,Single,135,0,86,0,1,Personal Auto,Agent
EE99484,Yes,Basic,F,Single,65,15,58,0,1,Corporate Auto,Agent
XM39121,No,Basic,F,Married,69,11,5,0,2,Personal Auto,Web
DK49336,No,Basic,M,Married,61,7,52,0,9,Corporate Auto,Agent
HB43486,No,Extended,F,Single,123,18,5,0,3,Personal Auto,Agent
KB15252,No,Extended,F,Married,77,29,21,0,2,Personal Auto,Agent
BN83547,No,Basic,F,Married,71,30,96,0,1,Personal Auto,Agent
MC55901,No,Basic,F,Married,65,19,7,0,9,Personal Auto,Agent
PZ98142,No,Extended,F,Single,132,13,33,0,2,Personal Auto,Branch
GB43363,No,Premium,M,Single,105,5,87,0,3,Personal Auto,Branch
TH67541,No,Basic,F,Married,74,8,36,0,4,Corporate Auto,Agent
WC21901,No,Basic,M,Single,61,20,61,0,1,Personal Auto,Branch
CL38124,No,Basic,F,Married,69,3,66,0,2,Personal Auto,Agent
XH89851,No,Extended,F,Single,92,22,31,0,8,Personal Auto,Agent
KA58700,No,Extended,M,Single,82,19,14,2,8,Corporate Auto,Agent
ZB40259,No,Basic,M,Divorced,69,8,38,0,9,Corporate Auto,Web
JV63229,No,Extended,M,Divorced,86,23,76,0,4,Personal Auto,Branch
SI31035,No,Basic,M,Married,67,28,2,0,6,Personal Auto,Branch
JW30054,No,Premium,M,Married,103,26,15,0,3,Corporate Auto,Branch
AP56340,No,Basic,M,Married,72,21,32,0,7,Personal Auto,Agent
FN44127,Yes,Extended,M,Married,98,19,96,1,1,Personal Auto,Branch
QE79527,Yes,Extended,F,Divorced,215,4,21,1,1,Personal Auto,Agent
UP36767,No,Basic,M,Married,113,32,77,0,1,Personal Auto,Branch
PG43749,No,Premium,F,Married,110,0,35,0,1,Personal Auto,Call Center
LL96228,No,Basic,M,Married,116,2,64,0,2,Corporate Auto,Branch
OV40993,No,Basic,F,Married,118,12,70,1,9,Personal Auto,Branch
MA80983,No,Premium,M,Married,166,19,63,0,1,Personal Auto,Branch
SA54664,No,Basic,M,Married,66,0,93,1,1,Personal Auto,Web
TW12556,Yes,Basic,F,Married,110,6,62,0,1,Personal Auto,Agent
TC88451,No,Basic,F,Married,71,11,37,0,6,Personal Auto,Call Center
BL93659,No,Extended,M,Married,80,17,96,0,5,Personal Auto,Call Center
SI20178,No,Basic,M,Married,110,15,76,0,1,Personal Auto,Branch
KC50464,Yes,Basic,F,Single,65,23,73,0,1,Corporate Auto,Web
HG64216,No,Basic,M,Married,72,4,17,0,1,Personal Auto,Branch
XM91056,No,Basic,F,Single,62,3,45,0,4,Personal Auto,Agent
KN13494,Yes,Basic,F,Married,64,5,80,0,6,Personal Auto,Agent
OC47565,No,Basic,F,Married,74,19,19,0,3,Special Auto,Branch
HH14259,No,Basic,F,Married,69,13,74,0,1,Personal Auto,Web
QF66741,No,Basic,M,Married,62,6,44,1,2,Personal Auto,Branch
LY46898,No,Basic,M,Married,70,0,92,0,3,Corporate Auto,Branch
MK73855,No,Basic,F,Married,68,17,77,0,2,Personal Auto,Agent
HU82227,No,Premium,M,Married,102,0,82,3,2,Corporate Auto,Agent
FF75737,No,Basic,F,Divorced,69,27,85,1,2,Personal Auto,Branch
KJ50265,No,Extended,M,Married,91,32,4,0,2,Personal Auto,Branch
OQ82364,Yes,Extended,F,Divorced,95,13,20,0,5,Corporate Auto,Call Center
SO47345,No,Basic,F,Married,117,13,73,0,3,Personal Auto,Agent
JN51592,No,Extended,F,Married,212,15,71,0,7,Special Auto,Branch
FH36069,No,Basic,F,Married,106,27,66,0,2,Personal Auto,Branch
ZW32080,No,Basic,F,Divorced,74,26,51,0,1,Personal Auto,Agent
ZH98656,No,Basic,F,Married,105,14,4,0,4,Personal Auto,Call Center
GZ31904,No,Extended,M,Married,87,10,43,0,4,Personal Auto,Call Center
PN47493,No,Basic,F,Married,67,11,96,0,1,Corporate Auto,Agent
CX18273,No,Basic,M,Married,199,21,54,0,3,Personal Auto,Agent
IG80173,No,Basic,F,Married,71,4,45,0,1,Personal Auto,Agent
JG76775,No,Extended,M,Married,249,12,86,0,2,Personal Auto,Branch
JR82641,No,Extended,M,Married,134,6,77,3,4,Personal Auto,Agent
NW41789,No,Extended,M,Single,84,25,44,0,1,Personal Auto,Call Center
VG74039,No,Basic,F,Married,65,8,5,0,1,Personal Auto,Agent
DV27428,No,Basic,M,Single,116,10,89,0,2,Personal Auto,Call Center
AN57220,No,Basic,F,Married,61,24,2,0,2,Special Auto,Web
VD62056,Yes,Premium,F,Married,116,15,80,0,1,Personal Auto,Call Center
AH92481,No,Basic,F,Married,117,24,36,0,1,Corporate Auto,Call Center
LX97765,No,Premium,F,Divorced,109,1,29,0,1,Personal Auto,Branch
JP82211,No,Basic,F,Married,105,1,79,0,2,Personal Auto,Agent
SI88726,No,Basic,F,Divorced,117,26,68,0,3,Corporate Auto,Agent
MG46007,No,Extended,M,Married,94,19,98,2,4,Personal Auto,Agent
GL69461,No,Basic,F,Married,66,6,54,2,1,Personal Auto,Agent
RA63927,No,Extended,M,Married,91,7,53,0,4,Personal Auto,Web
UE76013,No,Extended,F,Married,128,7,68,3,1,Personal Auto,Call Center
RI35792,No,Extended,F,Married,125,27,97,4,1,Personal Auto,Branch
WL63802,No,Basic,M,Single,181,13,16,0,1,Personal Auto,Web
KZ29413,No,Extended,M,Married,139,4,35,0,2,Personal Auto,Branch
SN23932,Yes,Extended,M,Married,83,3,72,3,1,Personal Auto,Agent
YW26148,No,Basic,F,Single,72,8,61,0,2,Personal Auto,Agent
LS51818,No,Basic,F,Single,187,34,7,0,2,Personal Auto,Agent
ZG47195,No,Basic,M,Single,73,24,47,0,3,Personal Auto,Agent
No50634,Yes,Premium,M,Married,107,9,18,0,1,Personal Auto,Branch
GC42314,No,Basic,M,Married,111,3,59,0,9,Personal Auto,Web
SD77009,No,Extended,M,Single,136,7,61,2,3,Personal Auto,Web
OW85480,No,Basic,M,Married,69,19,49,0,9,Personal Auto,Agent
SW93780,No,Basic,M,Divorced,66,12,32,0,1,Personal Auto,Web
ZW51071,No,Extended,F,Divorced,84,32,27,2,3,Personal Auto,Agent
CK74127,No,Basic,M,Single,62,8,20,0,7,Corporate Auto,Agent
KM52241,No,Basic,F,Married,74,20,3,0,2,Personal Auto,Branch
PE66545,No,Basic,M,Married,64,27,30,0,1,Personal Auto,Agent
GG70928,No,Basic,F,Married,63,25,56,1,4,Personal Auto,Call Center
GI36262,No,Basic,F,Married,72,14,55,0,1,Corporate Auto,Agent
MH85165,No,Extended,M,Married,86,18,8,0,6,Personal Auto,Branch
AM26717,Yes,Basic,M,Married,101,1,83,4,1,Personal Auto,Agent
CV90092,No,Basic,M,Married,68,8,86,0,2,Corporate Auto,Branch
CL70684,No,Premium,M,Single,111,30,86,0,3,Corporate Auto,Agent
GK13851,No,Extended,M,Single,129,15,42,0,3,Personal Auto,Call Center
TQ73726,No,Basic,M,Married,69,17,60,0,2,Personal Auto,Branch
RW65977,No,Basic,M,Single,61,9,16,1,1,Special Auto,Agent
EY74093,No,Basic,M,Single,64,2,93,0,8,Corporate Auto,Agent
YG11074,No,Extended,F,Divorced,122,15,85,0,1,Personal Auto,Call Center
HW65139,No,Extended,M,Divorced,240,3,58,0,2,Personal Auto,Agent
BT49333,No,Basic,M,Married,106,9,4,0,1,Personal Auto,Agent
KN78424,No,Premium,M,Married,196,11,86,0,5,Corporate Auto,Branch
TH68648,No,Basic,M,Married,64,1,56,0,3,Personal Auto,Branch
GZ22403,No,Basic,M,Married,63,3,35,4,4,Personal Auto,Web
NU26460,No,Extended,F,Single,84,17,5,0,2,Corporate Auto,Branch
PB21909,No,Extended,M,Single,123,35,98,0,7,Personal Auto,Agent
TA78865,No,Extended,M,Single,93,24,25,0,2,Special Auto,Agent
FP23103,No,Extended,M,Married,78,32,37,0,5,Special Auto,Agent
