IdEmpresa,Importe debe,Importe haber,Saldo,Fecha,IdAsiento,IdApunte,SCPGC,CPGC,CPGC2,Id Mayor
2,871.56,0,871.56,2020-10-07 00:00:00.000,"2 -2020-0867","2 -2020-0867-2273","2-41003961","4100","41",2
2,96.05,0,96.05,2020-10-08 00:00:00.000,"2 -2020-0874","2 -2020-0874-2288","2-41002604","4100","41",19
2,27.5,0,27.5,2020-10-09 00:00:00.000,"2 -2020-0877","2 -2020-0877-2295","2-41000247","4100","41",84
2,23.8,0,23.8,2020-10-11 00:00:00.000,"2 -2020-0882","2 -2020-0882-2307","2-41000000","4100","41",18
2,800,0,800,2020-10-14 00:00:00.000,"2 -2020-0888","2 -2020-0888-2324","2-41003961","4100","41",4
2,55.66,0,55.66,2020-10-14 00:00:00.000,"2 -2020-0889","2 -2020-0889-2326","2-41004520","4100","41",14
2,98.12,0,98.12,2020-10-14 00:00:00.000,"2 -2020-0894","2 -2020-0894-2336","2-41002551","4100","41",2
2,23.8,0,23.8,2020-10-17 00:00:00.000,"2 -2020-0904","2 -2020-0904-2361","2-41000000","4100","41",22
2,27,0,27,2020-10-21 00:00:00.000,"2 -2020-0914","2 -2020-0914-2385","2-41008189","4100","41",39
2,16.91,0,16.91,2020-10-21 00:00:00.000,"2 -2020-0915","2 -2020-0915-2387","2-41001090","4100","41",9
2,27.5,0,27.5,2020-10-21 00:00:00.000,"2 -2020-0917","2 -2020-0917-2391","2-41000247","4100","41",88
2,29.5,0,29.5,2020-10-22 00:00:00.000,"2 -2020-0921","2 -2020-0921-2400","2-41000247","4100","41",89
2,8.7,0,8.7,2020-10-22 00:00:00.000,"2 -2020-0922","2 -2020-0922-2402","2-41000203","4100","41",8
2,208.29,0,208.29,2020-10-23 00:00:00.000,"2 -2020-0928","2 -2020-0928-2419","2-41001005","4100","41",1
2,219.78,0,219.78,2020-10-23 00:00:00.000,"2 -2020-0929","2 -2020-0929-2421","2-41001005","4100","41",2
2,125,0,125,2020-10-23 00:00:00.000,"2 -2020-0930","2 -2020-0930-2423","2-41000000","4100","41",25
2,16.2,0,16.2,2020-10-23 00:00:00.000,"2 -2020-0931","2 -2020-0931-2425","2-41000773","4100","41",2
2,2.35,0,2.35,2020-10-23 00:00:00.000,"2 -2020-0932","2 -2020-0932-2427","2-41006571","4100","41",7
2,78.71,0,78.71,2020-10-23 00:00:00.000,"2 -2020-0933","2 -2020-0933-2429","2-41008839","4100","41",17
2,2.35,0,2.35,2020-10-24 00:00:00.000,"2 -2020-0938","2 -2020-0938-2441","2-41006571","4100","41",8
2,0.95,0,0.95,2020-10-24 00:00:00.000,"2 -2020-0939","2 -2020-0939-2443","2-41006571","4100","41",9
2,29.3,0,29.3,2020-10-25 00:00:00.000,"2 -2020-0943","2 -2020-0943-2453","2-41000247","4100","41",90
2,46.45,0,46.45,2020-10-26 00:00:00.000,"2 -2020-0948","2 -2020-0948-2465","2-41000000","4100","41",30
2,46.6,0,46.6,2020-10-26 00:00:00.000,"2 -2020-0949","2 -2020-0949-2467","2-41000000","4100","41",31
2,68.43,0,68.43,2020-10-28 00:00:00.000,"2 -2020-0956","2 -2020-0956-2485","2-41004630","4100","41",12
2,2698.3,0,2698.3,2020-10-29 00:00:00.000,"2 -2020-0960","2 -2020-0960-2494","2-41008333","4100","41",8
2,101.4,0,101.4,2020-11-01 00:00:00.000,"2 -2020-0973","2 -2020-0973-2535","2-41008474","4100","41",43
2,250.77,0,250.77,2020-11-01 00:00:00.000,"2 -2020-0974","2 -2020-0974-2537","2-41003453","4100","41",3
2,53.21,0,53.21,2020-11-01 00:00:00.000,"2 -2020-0975","2 -2020-0975-2539","2-41003453","4100","41",4
2,76.69,0,76.69,2020-11-01 00:00:00.000,"2 -2020-0976","2 -2020-0976-2541","2-41008839","4100","41",19
2,389,0,389,2020-11-04 00:00:00.000,"2 -2020-0985","2 -2020-0985-2566","2-41003926","4100","41",14
2,762.3,0,762.3,2020-11-04 00:00:00.000,"2 -2020-0989","2 -2020-0989-2574","2-41009843","4100","41",2
2,140,0,140,2020-11-04 00:00:00.000,"2 -2020-0990","2 -2020-0990-2576","2-41008474","4100","41",45
2,253.97,0,253.97,2020-11-04 00:00:00.000,"2 -2020-0991","2 -2020-0991-2578","2-41006915","4100","41",22
2,22.5,0,22.5,2020-11-05 00:00:00.000,"2 -2020-0999","2 -2020-0999-2598","2-41004866","4100","41",2
2,2.2,0,2.2,2020-11-05 00:00:00.000,"2 -2020-1000","2 -2020-1000-2600","2-41008455","4100","41",8
2,2.2,0,2.2,2020-11-05 00:00:00.000,"2 -2020-1001","2 -2020-1001-2602","2-41008455","4100","41",9
2,96.05,0,96.05,2020-11-06 00:00:00.000,"2 -2020-1003","2 -2020-1003-2611","2-41002604","4100","41",21
2,79.34,0,79.34,2020-11-09 00:00:00.000,"2 -2020-1010","2 -2020-1010-2626","2-41004520","4100","41",16
2,163.8,0,163.8,2020-11-11 00:00:00.000,"2 -2020-1014","2 -2020-1014-2637","2-41003347","4100","41",2
2,27.5,0,27.5,2020-11-13 00:00:00.000,"2 -2020-1022","2 -2020-1022-2656","2-41000247","4100","41",101
2,4.15,0,4.15,2020-11-13 00:00:00.000,"2 -2020-1023","2 -2020-1023-2658","2-41000000","4100","41",35
2,12.79,0,12.79,2020-11-15 00:00:00.000,"2 -2020-1029","2 -2020-1029-2674","2-41007067","4100","41",4
2,25.8,0,25.8,2020-11-15 00:00:00.000,"2 -2020-1030","2 -2020-1030-2676","2-41000000","4100","41",37
2,161.85,0,161.85,2020-11-15 00:00:00.000,"2 -2020-1031","2 -2020-1031-2678","2-41002604","4100","41",23
2,130,0,130,2020-11-18 00:00:00.000,"2 -2020-1036","2 -2020-1036-2690","2-41007712","4100","41",6
2,27.5,0,27.5,2020-11-18 00:00:00.000,"2 -2020-1037","2 -2020-1037-2692","2-41000247","4100","41",102
2,422.65,0,422.65,2020-11-20 00:00:00.000,"2 -2020-1039","2 -2020-1039-2697","2-41006421","4100","41",3
2,27.5,0,27.5,2020-11-20 00:00:00.000,"2 -2020-1040","2 -2020-1040-2699","2-41000247","4100","41",103
2,1,0,1,2020-11-20 00:00:00.000,"2 -2020-1041","2 -2020-1041-2701","2-41000247","4100","41",104
2,16.91,0,16.91,2020-11-21 00:00:00.000,"2 -2020-1046","2 -2020-1046-2714","2-41001090","4100","41",10
2,23.05,0,23.05,2020-11-22 00:00:00.000,"2 -2020-1058","2 -2020-1058-2743","2-41005101","4100","41",2
2,219.78,0,219.78,2020-11-22 00:00:00.000,"2 -2020-1059","2 -2020-1059-2745","2-41000247","4100","41",106
2,29,0,29,2020-11-25 00:00:00.000,"2 -2020-1063","2 -2020-1063-2753","2-41000247","4100","41",108
2,25.2,0,25.2,2020-11-26 00:00:00.000,"2 -2020-1069","2 -2020-1069-2767","2-41000000","4100","41",39
2,134.56,0,134.56,2020-11-27 00:00:00.000,"2 -2020-1075","2 -2020-1075-2782","2-41006421","4100","41",6
2,30,0,30,2020-11-27 00:00:00.000,"2 -2020-1076","2 -2020-1076-2784","2-41000247","4100","41",109
2,62.97,0,62.97,2020-11-28 00:00:00.000,"2 -2020-1079","2 -2020-1079-2792","2-41004630","4100","41",14
2,79.78,0,79.78,2020-11-28 00:00:00.000,"2 -2020-1080","2 -2020-1080-2794","2-41001005","4100","41",8
2,50.9,0,50.9,2020-11-30 00:00:00.000,"2 -2020-1089","2 -2020-1089-2821","2-41000000","4100","41",41
2,101.4,0,101.4,2020-12-02 00:00:00.000,"2 -2020-1099","2 -2020-1099-2852","2-41008474","4100","41",47
2,195.45,0,195.45,2020-12-02 00:00:00.000,"2 -2020-1100","2 -2020-1100-2854","2-41002604","4100","41",26
2,405.93,0,405.93,2020-12-03 00:00:00.000,"2 -2020-1104","2 -2020-1104-2862","2-41006915","4100","41",24
2,3218.6,0,3218.6,2020-12-04 00:00:00.000,"2 -2020-1114","2 -2020-1114-2889","2-41003961","4100","41",7
2,576.35,0,576.35,2020-12-04 00:00:00.000,"2 -2020-1115","2 -2020-1115-2891","2-41003961","4100","41",8
2,1621.4,0,1621.4,2020-12-04 00:00:00.000,"2 -2020-1118","2 -2020-1118-2897","2-41009843","4100","41",4
2,140.99,0,140.99,2020-12-04 00:00:00.000,"2 -2020-1119","2 -2020-1119-2899","2-41008474","4100","41",49
2,22,0,22,2020-12-04 00:00:00.000,"2 -2020-1121","2 -2020-1121-2903","2-41002001","4100","41",2
2,659.09,0,659.09,2020-12-04 00:00:00.000,"2 -2020-1124","2 -2020-1124-2909","2-41007548","4100","41",2
2,886.93,0,886.93,2020-12-05 00:00:00.000,"2 -2020-1133","2 -2020-1133-2935","2-41008440","4100","41",3
2,75.1,0,75.1,2020-12-05 00:00:00.000,"2 -2020-1136","2 -2020-1136-2941","2-41007521","4100","41",2
2,65.1,0,65.1,2020-12-05 00:00:00.000,"2 -2020-1137","2 -2020-1137-2943","2-41007931","4100","41",2
2,71.6,0,71.6,2020-12-08 00:00:00.000,"2 -2020-1139","2 -2020-1139-2948","2-41008839","4100","41",21
2,96.05,0,96.05,2020-12-09 00:00:00.000,"2 -2020-1140","2 -2020-1140-2950","2-41002604","4100","41",27
2,1258.4,0,1258.4,2020-12-09 00:00:00.000,"2 -2020-1141","2 -2020-1141-2952","2-41000600","4100","41",2
2,13.5,0,13.5,2020-12-13 00:00:00.000,"2 -2020-1144","2 -2020-1144-2958","2-41000247","4100","41",112
2,70.73,0,70.73,2020-12-14 00:00:00.000,"2 -2020-1146","2 -2020-1146-2963","2-41001349","4100","41",8
2,17.6,0,17.6,2020-12-16 00:00:00.000,"2 -2020-1149","2 -2020-1149-2971","2-41000396","4100","41",21
2,389,0,389,2020-12-18 00:00:00.000,"2 -2020-1153","2 -2020-1153-2980","2-41003926","4100","41",15
2,16.91,0,16.91,2020-12-20 00:00:00.000,"2 -2020-1163","2 -2020-1163-3009","2-41001090","4100","41",11
2,4.14,0,4.14,2020-12-20 00:00:00.000,"2 -2020-1167","2 -2020-1167-3017","2-41006950","4100","41",7
2,6.93,0,6.93,2020-12-20 00:00:00.000,"2 -2020-1168","2 -2020-1168-3019","2-41006950","4100","41",8
2,78.72,0,78.72,2020-12-20 00:00:00.000,"2 -2020-1171","2 -2020-1171-3025","2-41008839","4100","41",23
2,66.86,0,66.86,2020-12-22 00:00:00.000,"2 -2020-1176","2 -2020-1176-3035","2-41002969","4100","41",1
2,75.71,0,75.71,2020-12-25 00:00:00.000,"2 -2020-1182","2 -2020-1182-3048","2-41009424","4100","41",3
2,47.73,0,47.73,2020-12-27 00:00:00.000,"2 -2020-1184","2 -2020-1184-3052","2-41004630","4100","41",16
2,25,0,25,2020-12-28 00:00:00.000,"2 -2020-1189","2 -2020-1189-3066","2-41002040","4100","41",2
2,243.21,0,243.21,2020-12-31 00:00:00.000,"2 -2020-1227","2 -2020-1227-3156","2-41000000","4100","41",42
2,24.4,0,24.4,2020-12-31 00:00:00.000,"2 -2020-1228","2 -2020-1228-3158","2-41000209","4100","41",2
2,113.65,0,113.65,2020-12-31 00:00:00.000,"2 -2020-1229","2 -2020-1229-3160","2-41000396","4100","41",23
2,69.2,0,69.2,2020-12-31 00:00:00.000,"2 -2020-1230","2 -2020-1230-3162","2-41000827","4100","41",3
2,29.95,0,29.95,2020-12-31 00:00:00.000,"2 -2020-1231","2 -2020-1231-3164","2-41001609","4100","41",2
2,17.36,0,17.36,2020-12-31 00:00:00.000,"2 -2020-1232","2 -2020-1232-3166","2-41001952","4100","41",2
2,52.11,0,52.11,2020-12-31 00:00:00.000,"2 -2020-1233","2 -2020-1233-3168","2-41002106","4100","41",10
2,481.88,0,481.88,2020-12-31 00:00:00.000,"2 -2020-1234","2 -2020-1234-3170","2-41002302","4100","41",12
2,8.6,0,8.6,2020-12-31 00:00:00.000,"2 -2020-1235","2 -2020-1235-3172","2-41002407","4100","41",5
2,131.75,0,131.75,2020-12-31 00:00:00.000,"2 -2020-1236","2 -2020-1236-3174","2-41003146","4100","41",1
2,53.05,0,53.05,2020-12-31 00:00:00.000,"2 -2020-1237","2 -2020-1237-3176","2-41003453","4100","41",5
2,16546.75,0,16546.75,2020-12-31 00:00:00.000,"2 -2020-1238","2 -2020-1238-3178","2-41003690","4100","41",3
2,10.41,0,10.41,2020-12-31 00:00:00.000,"2 -2020-1239","2 -2020-1239-3180","2-41003764","4100","41",2
2,9.62,0,9.62,2020-12-31 00:00:00.000,"2 -2020-1240","2 -2020-1240-3182","2-41003834","4100","41",2
2,1561,0,1561,2020-12-31 00:00:00.000,"2 -2020-1241","2 -2020-1241-3184","2-41003961","4100","41",9
2,7124.91,0,7124.91,2020-12-31 00:00:00.000,"2 -2020-1242","2 -2020-1242-3186","2-41004216","4100","41",3
2,50,0,50,2020-12-31 00:00:00.000,"2 -2020-1243","2 -2020-1243-3188","2-41004520","4100","41",17
2,54.9,0,54.9,2020-12-31 00:00:00.000,"2 -2020-1244","2 -2020-1244-3190","2-41004668","4100","41",2
2,26.2,0,26.2,2020-12-31 00:00:00.000,"2 -2020-1245","2 -2020-1245-3192","2-41005538","4100","41",2
2,119.6,0,119.6,2020-12-31 00:00:00.000,"2 -2020-1246","2 -2020-1246-3194","2-41005778","4100","41",3
2,337,0,337,2020-12-31 00:00:00.000,"2 -2020-1247","2 -2020-1247-3196","2-41006072","4100","41",3
2,52.8,0,52.8,2020-12-31 00:00:00.000,"2 -2020-1248","2 -2020-1248-3198","2-41006106","4100","41",5
2,28.65,0,28.65,2020-12-31 00:00:00.000,"2 -2020-1249","2 -2020-1249-3200","2-41006571","4100","41",10
2,1000,0,1000,2020-12-31 00:00:00.000,"2 -2020-1250","2 -2020-1250-3202","2-41007023","4100","41",5
2,108.91,0,108.91,2020-12-31 00:00:00.000,"2 -2020-1251","2 -2020-1251-3204","2-41007067","4100","41",5
2,863.3,0,863.3,2020-12-31 00:00:00.000,"2 -2020-1252","2 -2020-1252-3206","2-41007712","4100","41",10
2,82.54,0,82.54,2020-12-31 00:00:00.000,"2 -2020-1253","2 -2020-1253-3208","2-41008043","4100","41",1
2,188.47,0,188.47,2020-12-31 00:00:00.000,"2 -2020-1254","2 -2020-1254-3210","2-41008150","4100","41",9
2,4731.89,0,4731.89,2020-12-31 00:00:00.000,"2 -2020-1255","2 -2020-1255-3212","2-41008440","4100","41",4
2,2.2,0,2.2,2020-12-31 00:00:00.000,"2 -2020-1256","2 -2020-1256-3214","2-41008455","4100","41",11
2,91.66,0,91.66,2020-12-31 00:00:00.000,"2 -2020-1257","2 -2020-1257-3216","2-41008474","4100","41",50
2,150.04,0,150.04,2020-12-31 00:00:00.000,"2 -2020-1258","2 -2020-1258-3218","2-41008779","4100","41",1
2,240.27,0,240.27,2020-12-31 00:00:00.000,"2 -2020-1259","2 -2020-1259-3220","2-41008839","4100","41",24
2,80.01,0,80.01,2020-12-31 00:00:00.000,"2 -2020-1260","2 -2020-1260-3222","2-41008918","4100","41",1
2,10,0,10,2020-12-31 00:00:00.000,"2 -2020-1261","2 -2020-1261-3224","2-41009156","4100","41",4
2,89,0,89,2020-12-31 00:00:00.000,"2 -2020-1262","2 -2020-1262-3226","2-41009424","4100","41",4
2,62.3,0,62.3,2020-12-31 00:00:00.000,"2 -2020-1264","2 -2020-1264-3230","2-41009544","4100","41",2
2,53.38,0,53.38,2020-12-31 00:00:00.000,"2 -2020-1265","2 -2020-1265-3232","2-41009724","4100","41",1
2,70,0,70,2020-12-31 00:00:00.000,"2 -2020-1266","2 -2020-1266-3234","2-41007038","4100","41",2
2,262.15,0,262.15,2021-01-02 00:00:00.000,"2 -2021-0006","2 -2021-0006-0086","2-41006915","4100","41",26
2,101.4,0,101.4,2021-01-02 00:00:00.000,"2 -2021-0007","2 -2021-0007-0088","2-41008474","4100","41",52
2,389,0,389,2021-01-02 00:00:00.000,"2 -2021-0008","2 -2021-0008-0090","2-41003926","4100","41",17
2,84.52,0,84.52,2021-01-02 00:00:00.000,"2 -2021-0012","2 -2021-0012-0098","2-41001005","4100","41",10
2,16.8,0,16.8,2021-01-04 00:00:00.000,"2 -2021-0018","2 -2021-0018-0112","2-41006526","4100","41",2
2,78.84,0,78.84,2021-01-05 00:00:00.000,"2 -2021-0021","2 -2021-0021-0120","2-41004520","4100","41",19
2,13.01,0,13.01,2021-01-05 00:00:00.000,"2 -2021-0022","2 -2021-0022-0122","2-41008839","4100","41",26
2,146.37,0,146.37,2021-01-06 00:00:00.000,"2 -2021-0024","2 -2021-0024-0126","2-41008474","4100","41",54
2,35.52,0,35.52,2021-01-07 00:00:00.000,"2 -2021-0027","2 -2021-0027-0134","2-41000000","4100","41",43
2,481.88,0,481.88,2021-01-07 00:00:00.000,"2 -2021-0028","2 -2021-0028-0136","2-41002302","4100","41",13
2,106,0,106,2021-01-07 00:00:00.000,"2 -2021-0029","2 -2021-0029-0138","2-41002604","4100","41",31
2,100.85,0,100.85,2021-01-07 00:00:00.000,"2 -2021-0030","2 -2021-0030-0140","2-41002604","4100","41",32
2,17.3,0,17.3,2021-01-10 00:00:00.000,"2 -2021-0039","2 -2021-0039-0160","2-41006716","4100","41",2
2,11.8,0,11.8,2021-01-10 00:00:00.000,"2 -2021-0041","2 -2021-0041-0164","2-41001266","4100","41",2
2,27,0,27,2021-01-13 00:00:00.000,"2 -2021-0044","2 -2021-0044-0172","2-41008189","4100","41",41
2,2413.95,0,2413.95,2021-01-16 00:00:00.000,"2 -2021-0056","2 -2021-0056-0201","2-41005342","4100","41",2
2,7.75,0,7.75,2021-01-21 00:00:00.000,"2 -2021-0076","2 -2021-0076-0247","2-41004432","4100","41",2
2,23.8,0,23.8,2021-01-23 00:00:00.000,"2 -2021-0079","2 -2021-0079-0254","2-41003940","4100","41",10
2,27.5,0,27.5,2021-01-24 00:00:00.000,"2 -2021-0082","2 -2021-0082-0260","2-41000247","4100","41",117
2,490.2,0,490.2,2021-01-27 00:00:00.000,"2 -2021-0086","2 -2021-0086-0271","2-41007231","4100","41",4
2,103.34,0,103.34,2021-01-27 00:00:00.000,"2 -2021-0087","2 -2021-0087-0273","2-41003834","4100","41",3
2,152.8,0,152.8,2021-01-27 00:00:00.000,"2 -2021-0088","2 -2021-0088-0275","2-41004387","4100","41",2
2,77.6,0,77.6,2021-01-27 00:00:00.000,"2 -2021-0089","2 -2021-0089-0277","2-41009424","4100","41",6
2,96,0,96,2021-01-27 00:00:00.000,"2 -2021-0090","2 -2021-0090-0279","2-41002061","4100","41",2
2,59.14,0,59.14,2021-01-29 00:00:00.000,"2 -2021-0094","2 -2021-0094-0295","2-41004630","4100","41",18
2,123,0,123,2021-01-29 00:00:00.000,"2 -2021-0095","2 -2021-0095-0297","2-41002061","4100","41",4
2,8.69,0,8.69,2021-01-29 00:00:00.000,"2 -2021-0096","2 -2021-0096-0299","2-41004630","4100","41",19
2,101.4,0,101.4,2021-02-03 00:00:00.000,"2 -2021-0113","2 -2021-0113-0352","2-41008474","4100","41",57
2,389,0,389,2021-02-03 00:00:00.000,"2 -2021-0115","2 -2021-0115-0356","2-41003926","4100","41",18
2,145.19,0,145.19,2021-02-04 00:00:00.000,"2 -2021-0120","2 -2021-0120-0367","2-41008474","4100","41",59
2,242,0,242,2021-02-04 00:00:00.000,"2 -2021-0121","2 -2021-0121-0369","2-41000735","4100","41",2
2,260.42,0,260.42,2021-02-04 00:00:00.000,"2 -2021-0122","2 -2021-0122-0371","2-41006915","4100","41",28
2,11.9,0,11.9,2021-02-05 00:00:00.000,"2 -2021-0127","2 -2021-0127-0382","2-41003940","4100","41",12
2,106,0,106,2021-02-07 00:00:00.000,"2 -2021-0131","2 -2021-0131-0391","2-41002604","4100","41",35
2,100.85,0,100.85,2021-02-07 00:00:00.000,"2 -2021-0132","2 -2021-0132-0393","2-41002604","4100","41",36
2,58.4,0,58.4,2021-02-09 00:00:00.000,"2 -2021-0137","2 -2021-0137-0405","2-41008189","4100","41",44
2,9.8,0,9.8,2021-02-09 00:00:00.000,"2 -2021-0138","2 -2021-0138-0407","2-41008189","4100","41",45
2,6.95,0,6.95,2021-02-13 00:00:00.000,"2 -2021-0150","2 -2021-0150-0437","2-41000448","4100","41",2
2,9.7,0,9.7,2021-02-13 00:00:00.000,"2 -2021-0151","2 -2021-0151-0439","2-41008345","4100","41",2
2,13.95,0,13.95,2021-02-13 00:00:00.000,"2 -2021-0152","2 -2021-0152-0441","2-41008681","4100","41",2
2,7.2,0,7.2,2021-02-14 00:00:00.000,"2 -2021-0154","2 -2021-0154-0446","2-41000000","4100","41",44
2,233.2,0,233.2,2021-02-17 00:00:00.000,"2 -2021-0159","2 -2021-0159-0461","2-41002100","4100","41",2
2,27,0,27,2021-02-17 00:00:00.000,"2 -2021-0160","2 -2021-0160-0463","2-41000247","4100","41",120
2,67.34,0,67.34,2021-02-22 00:00:00.000,"2 -2021-0178","2 -2021-0178-0508","2-41003032","4100","41",8
2,52.5,0,52.5,2021-02-27 00:00:00.000,"2 -2021-0187","2 -2021-0187-0528","2-41004630","4100","41",21
2,25.15,0,25.15,2021-03-01 00:00:00.000,"2 -2021-0204","2 -2021-0204-0584","2-41005013","4100","41",1
2,11,0,11,2021-03-01 00:00:00.000,"2 -2021-0205","2 -2021-0205-0586","2-41000827","4100","41",5
2,56.9,0,56.9,2021-03-01 00:00:00.000,"2 -2021-0206","2 -2021-0206-0588","2-41006877","4100","41",2
2,56.9,0,56.9,2021-03-01 00:00:00.000,"2 -2021-0208","2 -2021-0208-0592","2-41006877","4100","41",4
2,105.72,0,105.72,2021-03-02 00:00:00.000,"2 -2021-0211","2 -2021-0211-0600","2-41008474","4100","41",60
2,24.2,0,24.2,2021-03-02 00:00:00.000,"2 -2021-0212","2 -2021-0212-0602","2-41000000","4100","41",45
2,336.67,0,336.67,2021-03-03 00:00:00.000,"2 -2021-0215","2 -2021-0215-0610","2-41006915","4100","41",30
2,50,0,50,2021-03-03 00:00:00.000,"2 -2021-0217","2 -2021-0217-0614","2-41001831","4100","41",2
2,85.81,0,85.81,2021-03-03 00:00:00.000,"2 -2021-0218","2 -2021-0218-0616","2-41008839","4100","41",29
2,11,0,11,2021-03-03 00:00:00.000,"2 -2021-0219","2 -2021-0219-0618","2-41000827","4100","41",7
2,27,0,27,2021-03-03 00:00:00.000,"2 -2021-0220","2 -2021-0220-0620","2-41000247","4100","41",124
2,5.5,0,5.5,2021-03-03 00:00:00.000,"2 -2021-0221","2 -2021-0221-0622","2-41007524","4100","41",2
2,186.94,0,186.94,2021-03-04 00:00:00.000,"2 -2021-0228","2 -2021-0228-0642","2-41008474","4100","41",62
2,389,0,389,2021-03-04 00:00:00.000,"2 -2021-0229","2 -2021-0229-0644","2-41003926","4100","41",19
2,27,0,27,2021-03-04 00:00:00.000,"2 -2021-0233","2 -2021-0233-0652","2-41008189","4100","41",47
2,11.62,0,11.62,2021-03-04 00:00:00.000,"2 -2021-0235","2 -2021-0235-0656","2-41000072","4100","41",2
2,36.06,0,36.06,2021-03-06 00:00:00.000,"2 -2021-0238","2 -2021-0238-0662","2-41000000","4100","41",46
2,106,0,106,2021-03-06 00:00:00.000,"2 -2021-0240","2 -2021-0240-0666","2-41002604","4100","41",39
2,110.49,0,110.49,2021-03-06 00:00:00.000,"2 -2021-0241","2 -2021-0241-0668","2-41006421","4100","41",7
2,64,0,64,2021-03-08 00:00:00.000,"2 -2021-0243","2 -2021-0243-0672","2-41009424","4100","41",7
2,100.85,0,100.85,2021-03-09 00:00:00.000,"2 -2021-0246","2 -2021-0246-0681","2-41002604","4100","41",40
2,703.88,0,703.88,2021-03-09 00:00:00.000,"2 -2021-0248","2 -2021-0248-0685","2-41007895","4100","41",8
2,50.84,0,50.84,2021-03-27 00:00:00.000,"2 -2021-0280","2 -2021-0280-0755","2-41004630","4100","41",23
2,104.4,0,104.4,2021-04-01 00:00:00.000,"2 -2021-0295","2 -2021-0295-0805","2-41008474","4100","41",64
2,237.45,0,237.45,2021-04-03 00:00:00.000,"2 -2021-0299","2 -2021-0299-0814","2-41006915","4100","41",32
2,171.91,0,171.91,2021-04-06 00:00:00.000,"2 -2021-0304","2 -2021-0304-0826","2-41008474","4100","41",66
2,255,0,255,2021-04-06 00:00:00.000,"2 -2021-0305","2 -2021-0305-0828","2-41003926","4100","41",21
2,106,0,106,2021-04-08 00:00:00.000,"2 -2021-0312","2 -2021-0312-0842","2-41002604","4100","41",43
2,100.85,0,100.85,2021-04-08 00:00:00.000,"2 -2021-0313","2 -2021-0313-0844","2-41002604","4100","41",44
2,12.99,0,12.99,2021-04-17 00:00:00.000,"2 -2021-0322","2 -2021-0322-0866","2-41000000","4100","41",48
2,37.3,0,37.3,2021-04-28 00:00:00.000,"2 -2021-0331","2 -2021-0331-0893","2-41004630","4100","41",24
2,106,0,106,2021-05-01 00:00:00.000,"2 -2021-0340","2 -2021-0340-0926","2-41002604","4100","41",46
2,100.85,0,100.85,2021-05-01 00:00:00.000,"2 -2021-0342","2 -2021-0342-0933","2-41002604","4100","41",48
2,104.4,0,104.4,2021-05-04 00:00:00.000,"2 -2021-0345","2 -2021-0345-0942","2-41008474","4100","41",69
2,148.99,0,148.99,2021-05-04 00:00:00.000,"2 -2021-0346","2 -2021-0346-0944","2-41008474","4100","41",70
2,255,0,255,2021-05-04 00:00:00.000,"2 -2021-0347","2 -2021-0347-0946","2-41003926","4100","41",22
2,281.78,0,281.78,2021-05-06 00:00:00.000,"2 -2021-0352","2 -2021-0352-0956","2-41006915","4100","41",34
2,29.53,0,29.53,2021-05-08 00:00:00.000,"2 -2021-0354","2 -2021-0354-0960","2-41000000","4100","41",49
2,13.1,0,13.1,2021-05-27 00:00:00.000,"2 -2021-0374","2 -2021-0374-1006","2-41000000","4100","41",51
2,41.04,0,41.04,2021-05-28 00:00:00.000,"2 -2021-0376","2 -2021-0376-1011","2-41004630","4100","41",27
2,104.4,0,104.4,2021-06-01 00:00:00.000,"2 -2021-0385","2 -2021-0385-1041","2-41008474","4100","41",72
2,212.75,0,212.75,2021-06-03 00:00:00.000,"2 -2021-0386","2 -2021-0386-1043","2-41006915","4100","41",36
2,144,0,144,2021-06-04 00:00:00.000,"2 -2021-0388","2 -2021-0388-1048","2-41008474","4100","41",74
2,255,0,255,2021-06-04 00:00:00.000,"2 -2021-0390","2 -2021-0390-1052","2-41003926","4100","41",23
2,106,0,106,2021-06-08 00:00:00.000,"2 -2021-0393","2 -2021-0393-1059","2-41002604","4100","41",50
2,10.9,0,10.9,2021-06-11 00:00:00.000,"2 -2021-0395","2 -2021-0395-1063","2-41009156","4100","41",5
2,27,0,27,2021-06-15 00:00:00.000,"2 -2021-0402","2 -2021-0402-1079","2-41008189","4100","41",49
2,12.03,0,12.03,2021-06-15 00:00:00.000,"2 -2021-0404","2 -2021-0404-1083","2-41008839","4100","41",31
2,10.9,0,10.9,2021-06-16 00:00:00.000,"2 -2021-0406","2 -2021-0406-1088","2-41009156","4100","41",6
2,58.01,0,58.01,2021-06-21 00:00:00.000,"2 -2021-0412","2 -2021-0412-1104","2-41000000","4100","41",53
2,4,0,4,2021-06-21 00:00:00.000,"2 -2021-0413","2 -2021-0413-1106","2-41008455","4100","41",14
2,4,0,4,2021-06-21 00:00:00.000,"2 -2021-0414","2 -2021-0414-1108","2-41008455","4100","41",15
2,4,0,4,2021-06-22 00:00:00.000,"2 -2021-0418","2 -2021-0418-1118","2-41008455","4100","41",18
2,4,0,4,2021-06-22 00:00:00.000,"2 -2021-0419","2 -2021-0419-1120","2-41008455","4100","41",19
2,4,0,4,2021-06-22 00:00:00.000,"2 -2021-0420","2 -2021-0420-1122","2-41008455","4100","41",20
2,10.9,0,10.9,2021-06-23 00:00:00.000,"2 -2021-0423","2 -2021-0423-1128","2-41009156","4100","41",7
