,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income
730,12943000000.0,-0.0241,6879000000.0,6064000000.0,0.0,3054000000.0,3516000000.0,2548000000.0,560000000.0,1988000000.0,269000000.0,40000000.0,0.0,1719000000.0,0.0,1719000000.0,4.27,4.27,402863978.0,402700000.0,0.8,0.4685,0.213,0.1969,0.133,0.127,2761000000.0,2548000000.0,1759000000.0
731,53166000000.0,0.0605,18407000000.0,34759000000.0,9074000000.0,16471000000.0,28280000000.0,6479000000.0,957000000.0,13832000000.0,1221000000.0,-3000000.0,0.0,12611000000.0,0.0,12611000000.0,5.44,5.38,2317456499.0,2317456499.0,2.207,0.6538,0.278,0.2782,0.237,0.237,14789000000.0,14789000000.0,12614000000.0
732,1533162000.0,0.0978,0.0,1533162000.0,0.0,570097000.0,714466000.0,818696000.0,0.0,818696000.0,114995000.0,0.0,0.0,703701000.0,0.0,703701000.0,4.86,4.81,144959368.0,144862000.0,0.86,1.0,0.625,0.534,0.4589999999999999,0.5760000000000001,958195000.0,818696000.0,703701000.0
733,5357000000.0,0.1707,2240000000.0,3117000000.0,0.0,1214000000.0,1222000000.0,1895000000.0,535000000.0,850000000.0,238000000.0,532000000.0,0.0,612000000.0,0.0,612000000.0,2.46,2.42,251315753.0,249000000.0,1.8,0.5819,0.292,0.2585,0.114,0.2014,1565000000.0,1385000000.0,1144000000.0
734,130113000.0,0.1549,52089000.0,78024000.0,0.0,55443000.0,125403000.0,-47379000.0,43612000.0,-6391000.0,125000.0,0.0,0.0,-6516000.0,0.0,-6516000.0,-0.01,-0.01,1266000000.0,1269548000.0,0.0,0.5997,0.981,0.2861,-0.05,-0.065,127659000.0,37221000.0,-6516000.0
735,18904000.0,0.9557,228000.0,18676000.0,54879000.0,37078000.0,91957000.0,-73281000.0,624000.0,-72158000.0,0.0,0.0,0.0,-72158000.0,0.0,-72158000.0,-27.4,-27.4,2681286.0,2625700.0,0.0,0.9879,-3.754,-3.7841,-3.817,-3.165,-70958000.0,-71534000.0,-72158000.0
736,80962000.0,1.3783,74359000.0,6603000.0,16520000.0,65175000.0,81695000.0,-75092000.0,7701000.0,-76396000.0,0.0,0.0,0.0,-76396000.0,2728000.0,-79124000.0,-0.98,-0.98,95730214.0,81123140.0,0.0,0.0816,-0.805,-0.8485,-0.977,-1.5548,-65196000.0,-68695000.0,-76396000.0
737,1288821000.0,0.6929,997235000.0,291586000.0,39824000.0,84541000.0,121365000.0,170221000.0,19144000.0,137778000.0,18315000.0,0.0,0.0,119463000.0,0.0,119463000.0,5.42,5.17,22307512.0,22051000.0,0.0,0.2262,0.142,0.1218,0.093,0.033,183104000.0,156922000.0,119463000.0
738,74908000.0,-0.1669,1802000.0,73106000.0,505420000.0,382359000.0,887779000.0,-814673000.0,0.0,-760674000.0,823000.0,0.0,0.0,-761497000.0,0.0,-761497000.0,-7.57,-7.57,101030358.0,100590000.0,0.0,0.9759,-10.069,-10.1548,-10.166,-9.2047,-754239000.0,-760674000.0,-761497000.0
739,1491212000.0,0.1352,315264000.0,1175948000.0,696328000.0,604353000.0,1299472000.0,-123524000.0,43664000.0,-142705000.0,-65494000.0,0.0,0.0,-77211000.0,0.0,-77211000.0,-0.44,-0.44,178062106.0,177061000.0,0.0,0.7886,-0.002,-0.0664,-0.052,-0.0834,-3370000.0,-99041000.0,-77211000.0
741,297127000.0,-0.1549,79161000.0,217966000.0,70974000.0,68026000.0,139000000.0,78966000.0,19763000.0,65938000.0,-7068000.0,0.0,0.0,73006000.0,0.0,73006000.0,0.87,0.79,82774851.0,83539000.0,0.0,0.7336,0.32,0.2884,0.246,0.3048,95155000.0,85701000.0,73006000.0
742,297943000.0,0.0309,89667000.0,208276000.0,0.0,36087000.0,181248000.0,27028000.0,56499000.0,9528000.0,37000.0,0.0,0.0,9491000.0,0.0,9491000.0,0.08,0.08,117984195.0,117888000.0,0.8,0.6990000000000001,0.595,0.2216,0.032,0.9672,177223000.0,66027000.0,9491000.0
743,229000000.0,-0.7287,0.0,229000000.0,0.0,45000000.0,100000000.0,129000000.0,0.0,165000000.0,0.0,-36000000.0,0.0,165000000.0,72000000.0,93000000.0,0.21,0.21,477831997.0,441100000.0,2.16,1.0,0.83,0.7205,0.406,4.8603,190000000.0,165000000.0,129000000.0
744,7755283000.0,-0.0051,6100005000.0,1655278000.0,0.0,1680837000.0,1978410000.0,-323132000.0,56443000.0,-369183000.0,-42283000.0,-458000.0,-4872000.0,-326900000.0,0.0,-326900000.0,-3.58,-3.58,91400522.0,91327846.0,0.3,0.2134,-0.02,-0.0403,-0.042,0.0074,-156713000.0,-312740000.0,-327358000.0
745,77474000.0,1.5181,27512000.0,49962000.0,140032000.0,93867000.0,233899000.0,-183937000.0,-3293000.0,-178840000.0,0.0,0.0,0.0,-178840000.0,0.0,-178840000.0,-2.44,-2.44,78019031.0,73193000.0,0.0,0.6449,-2.331,-2.3509,-2.3080000000000003,-2.5938,-180620000.0,-182133000.0,-178840000.0
746,10194000000.0,0.0024,8690000000.0,1504000000.0,0.0,729000000.0,773000000.0,731000000.0,138000000.0,609000000.0,28000000.0,1000000.0,0.0,581000000.0,0.0,581000000.0,3.85,3.8,149760061.0,149760061.0,1.28,0.1475,0.098,0.0733,0.057,0.0682,1004000000.0,747000000.0,582000000.0
747,290321000.0,0.0832,248295000.0,42026000.0,1867000.0,152653000.0,154520000.0,-112494000.0,65308000.0,90707000.0,106299000.0,-263971000.0,0.0,-15592000.0,0.0,-15592000.0,-0.13,-0.13,119319921.0,117565000.0,0.0,0.1448,0.777,0.5374,-0.054,-1.2908,225649000.0,156015000.0,-279563000.0
748,784522000.0,0.1132,142320000.0,642202000.0,0.0,80086000.0,81003000.0,561199000.0,223274000.0,1017612000.0,927000.0,1792000.0,0.0,1016685000.0,0.0,1016685000.0,2.77,2.76,364941199.0,365364000.0,1.0,0.8186,1.7619999999999998,1.5817,1.296,2.4331,1382378000.0,1240886000.0,1018477000.0
749,16099460.0,-0.0404,2737652.0,13361808.0,27299138.0,115988954.0,143581978.0,-130220170.0,4677834.0,-132617160.0,0.0,0.0,0.0,-132617160.0,0.0,-132617160.0,-0.59,-0.59,237881189.0,225026300.0,0.0,0.83,-7.928999999999999,-7.9468,-8.237,-6.648,-127645440.0,-127939326.0,-132617160.0
750,541680000.0,-0.2233,0.0,541680000.0,0.0,59050000.0,67388000.0,474292000.0,0.0,411728000.0,91000.0,0.0,0.0,411637000.0,43197000.0,368440000.0,1.97,1.96,187006943.0,187146170.0,2.0,1.0,0.76,0.7601,0.68,0.5494,411728000.0,411728000.0,411637000.0
751,9835000.0,0.0,2423000.0,7412000.0,145283000.0,168218000.0,314750000.0,-307338000.0,25472000.0,-324076000.0,201000.0,0.0,0.0,-324277000.0,0.0,-324277000.0,-4.22,-4.22,77090229.0,76889000.0,0.0,0.7536,-29.871,-30.3614,-32.972,-27.5615,-293778000.0,-298604000.0,-324277000.0
752,766784000.0,0.0045,350820000.0,415964000.0,0.0,367097000.0,367097000.0,48867000.0,-200000.0,49067000.0,12696000.0,0.0,0.0,36371000.0,0.0,36371000.0,1.33,1.32,27190407.0,27321000.0,1.07,0.5425,0.09,0.0637,0.047,0.0396,68698000.0,48867000.0,36371000.0
753,0.0,0.0,0.0,0.0,0.0,18493000.0,27291000.0,-27291000.0,0.0,-112239000.0,526000.0,0.0,81299000.0,-112765000.0,0.0,-112765000.0,-0.35,-0.35,322668675.0,322487000.0,0.0,0.0,-315.519,0.0,-339.815,0.0,-112239000.0,-112239000.0,-112765000.0
754,987581000.0,-0.0218,686732000.0,300849000.0,0.0,302076000.0,302076000.0,-1227000.0,3374000.0,-4601000.0,-1070000.0,0.0,0.0,-3531000.0,0.0,-3531000.0,-0.17,-0.17,21428274.0,20977000.0,0.5,0.3046,0.019,-0.0012,-0.004,0.0092,18508000.0,-1227000.0,-3531000.0
755,6291000000.0,0.019,3979000000.0,2312000000.0,0.0,0.0,955000000.0,1357000000.0,401000000.0,1052000000.0,237000000.0,6000000.0,0.0,815000000.0,0.0,815000000.0,3.34,3.34,244295792.0,243800000.0,1.848,0.3675,0.38,0.231,0.13,-0.0267,2391000000.0,1453000000.0,821000000.0
756,1378007000.0,0.1787,726817000.0,651190000.0,0.0,36626000.0,142903000.0,508287000.0,37314000.0,470973000.0,-225814000.0,0.0,0.0,696787000.0,0.0,696787000.0,13.19,13.17,52756440.0,52812000.0,6.729,0.4726,0.439,0.3689,0.506,0.3278,605496000.0,508287000.0,696787000.0
757,1627222000.0,0.0558,561848000.0,1065374000.0,0.0,372324000.0,604818000.0,460556000.0,129732000.0,315929000.0,10697000.0,0.0,0.0,305232000.0,365000.0,304867000.0,3.09,3.08,99505477.0,98817525.0,3.65,0.6547,0.412,0.2739,0.187,0.2748,670922000.0,445661000.0,305232000.0
758,1511983000.0,-0.0641,908404000.0,603579000.0,332169000.0,460718000.0,792887000.0,-189308000.0,0.0,-184142000.0,1687000.0,0.0,0.0,-185829000.0,0.0,-185829000.0,-0.76,-0.76,248531279.0,244603000.0,0.0,0.3992,-0.084,-0.1218,-0.123,0.0399,-127327000.0,-184142000.0,-185829000.0
759,853826000.0,0.887,26348000.0,827478000.0,182257000.0,206366000.0,388623000.0,438855000.0,0.0,452092000.0,-237978000.0,0.0,0.0,690070000.0,0.0,690070000.0,2.32,2.21,298983135.0,297892000.0,0.0,0.9691,0.539,0.5295,0.8079999999999999,0.4483,459861000.0,452092000.0,690070000.0
760,1207570000.0,0.1433,422317000.0,785253000.0,82762000.0,692485000.0,782515000.0,2738000.0,121692000.0,-119146000.0,-44959000.0,0.0,0.0,-74187000.0,0.0,-74187000.0,-0.45,-0.45,167625915.0,166155405.0,0.0,0.6503,0.23,0.0021,-0.061,0.1572,278275000.0,2546000.0,-74187000.0
761,6200942000.0,0.2141,1967640000.0,4233302000.0,1165410000.0,695937000.0,2351567000.0,1881735000.0,253589000.0,1638517000.0,143085000.0,0.0,0.0,1495432000.0,0.0,1495432000.0,4.02,3.97,371669966.0,370430000.0,1.89,0.6827,0.434,0.3051,0.241,0.3528,2691169000.0,1892106000.0,1495432000.0
762,207742000.0,0.1463,7768000.0,199974000.0,291007000.0,87061000.0,378135000.0,-178161000.0,0.0,-171926000.0,-28338000.0,0.0,0.0,-143588000.0,0.0,-143588000.0,-2.47,-2.47,57059063.0,58038252.0,0.0,0.9626,-0.816,-0.8276,-0.691,-0.477,-169505000.0,-171926000.0,-143588000.0
763,247414000.0,-0.2628,60537000.0,186877000.0,53717000.0,46999000.0,130142000.0,56735000.0,-7576000.0,64311000.0,5471000.0,0.0,0.0,58840000.0,0.0,58840000.0,1.24,1.24,47101017.0,46849588.0,0.24,0.7553,0.353,0.2293,0.238,0.3897,87309000.0,56735000.0,58840000.0
764,1536854000.0,0.1175,713571000.0,823283000.0,0.0,687476000.0,780932000.0,42351000.0,37283000.0,4868000.0,-18785000.0,0.0,0.0,23653000.0,0.0,23653000.0,0.31,0.3,77164296.0,75899000.0,0.0,0.5357,0.076,0.0274,0.015,0.0014,116490000.0,42151000.0,23653000.0
765,14514000000.0,0.06,9111000000.0,5403000000.0,0.0,2217000000.0,2704000000.0,2699000000.0,467000000.0,2233000000.0,273000000.0,0.0,0.0,1960000000.0,0.0,1960000000.0,5.2,5.14,374295243.0,374295243.0,0.72,0.3723,0.201,0.186,0.135,0.0869,2923000000.0,2700000000.0,1960000000.0
766,6960768115.941999,-0.093,2554637681.1594,4406130434.7826,0.0,1274579710.1449,2792507246.3768,1613623188.4058,553115942.029,345173913.0435,245927536.2319,14260869.5652,855797101.4493,99246376.8116,0.0,99246376.8116,0.12,0.12,16365879.6377,16365879.6377,0.0119,0.633,0.005,0.1291,0.0002,0.1989999999999999,2414057971.0145,898289855.0725,113507246.3768
767,24358000000.0,0.1645,13501000000.0,10857000000.0,967000000.0,6057000000.0,7074000000.0,3783000000.0,0.0,3262000000.0,324000000.0,0.0,0.0,2938000000.0,0.0,2938000000.0,7.31,7.24,402576382.0,402000000.0,0.68,0.4457,0.2269999999999999,0.1339,0.121,0.1574,5529000000.0,3262000000.0,2938000000.0
768,22256000.0,0.7,2038000.0,20218000.0,5956000.0,23497000.0,32232000.0,-12014000.0,23302000.0,91877000.0,21924000.0,0.0,0.0,69953000.0,0.0,69953000.0,0.39,0.38,181353183.0,181353183.0,0.0,0.9084,5.3,5.1752,3.143,-1.1817,117958000.0,115179000.0,69953000.0
769,842840000.0,0.3986,616258000.0,226582000.0,0.0,59328000.0,62591000.0,163991000.0,25347000.0,137595000.0,0.0,0.0,0.0,137595000.0,0.0,137595000.0,1.46,1.42,91248042.0,93638180.0,1.4,0.2688,0.243,0.1933,0.163,0.1172,205091000.0,162942000.0,137595000.0
770,578112000.0,-0.0566,259361000.0,318751000.0,0.0,34740000.0,171883000.0,146868000.0,75385000.0,71938000.0,-363000.0,6342000.0,0.0,72301000.0,0.0,72301000.0,0.69,0.69,108855016.0,108855016.0,1.1,0.5514,0.495,0.2548,0.125,-0.0672,286386000.0,147323000.0,78643000.0
771,11982000000.0,0.0727,0.0,11982000000.0,0.0,5280000000.0,8968000000.0,3014000000.0,0.0,2810000000.0,400000000.0,189000000.0,0.0,2410000000.0,0.0,2410000000.0,6.48,6.4,379535689.0,371983000.0,1.78,1.0,0.316,0.2345,0.201,0.8219,3787000000.0,2810000000.0,2599000000.0
772,4891800000.0,0.1048,919300000.0,3972500000.0,0.0,1955200000.0,3289400000.0,683100000.0,181000000.0,464200000.0,167600000.0,0.0,0.0,296600000.0,0.0,296600000.0,2.12,1.98,156118558.0,140200000.0,0.0,0.8121,0.152,0.1319,0.061,0.1154,745600000.0,645200000.0,296600000.0
773,16285100000.0,0.0959,12923100000.0,3362000000.0,0.0,1843200000.0,2174800000.0,1187200000.0,293800000.0,1031600000.0,-874500000.0,3200000.0,0.0,1906100000.0,0.0,1906100000.0,7.46,7.34,255112324.0,255112324.0,1.72,0.2064,0.158,0.0814,0.1169999999999999,0.0591,2577600000.0,1325400000.0,1909300000.0
774,4329900000.0,0.0452,3167400000.0,1162500000.0,0.0,564500000.0,564500000.0,598000000.0,38600000.0,561000000.0,133100000.0,0.0,0.0,427900000.0,0.0,427900000.0,3.66,3.56,117919879.0,116800000.0,1.46,0.2685,0.1689999999999999,0.1385,0.099,0.1332,730200000.0,599600000.0,427900000.0
775,21025200000.0,-0.0787,10239200000.0,10786000000.0,0.0,2200200000.0,1963400000.0,8822600000.0,981200000.0,7816100000.0,1891800000.0,0.0,0.0,5924300000.0,0.0,5924300000.0,7.61,7.54,770910250.0,778200000.0,4.19,0.513,0.489,0.4184,0.282,0.2086,10279300000.0,8797300000.0,5924300000.0
776,197024000.0,0.1671,77179000.0,119845000.0,55657000.0,113308000.0,166905000.0,-47060000.0,0.0,-64046000.0,200000.0,0.0,0.0,-64246000.0,0.0,-64246000.0,-1.86,-1.86,37149951.0,34465000.0,0.0,0.6083,-0.259,-0.3251,-0.326,-0.0026,-50991000.0,-64046000.0,-64246000.0
777,3421100000.0,1.0421,2051100000.0,1370000000.0,318200000.0,524900000.0,940900000.0,429100000.0,280100000.0,125100000.0,21900000.0,0.0,0.0,103200000.0,0.0,103200000.0,0.44,0.42,240481972.0,232500000.0,0.3,0.4005,0.27,0.1184,0.03,0.1639,923700000.0,405200000.0,103200000.0
778,247335000.0,-0.4227,0.0,247335000.0,0.0,93255000.0,249332000.0,-1997000.0,0.0,-2467000.0,41823000.0,0.0,0.0,-44290000.0,130790000.0,-109685000.0,-0.53,-0.53,248081058.0,206020502.0,1.88,1.0,-0.01,-0.01,-0.4429999999999999,2.8418,-2467000.0,-2467000.0,-44290000.0
779,43634000000.0,0.0494,0.0,43634000000.0,0.0,27860000000.0,38298000000.0,5336000000.0,3540000000.0,1410000000.0,180000000.0,276000000.0,0.0,1230000000.0,0.0,1230000000.0,5.29,5.22,228917692.0,232356665.0,0.0,1.0,0.35,0.1134,0.0279999999999999,0.0498,15268000000.0,4950000000.0,1506000000.0
780,7270400000.0,0.1603,6130000000.0,1140400000.0,0.0,385700000.0,1049500000.0,90900000.0,216300000.0,-114600000.0,-57100000.0,700000.0,0.0,-57500000.0,0.0,-57500000.0,-0.51,-0.51,111701601.0,111701601.0,0.0,0.1569,0.087,0.0139999999999999,-0.008,0.0346,630500000.0,101700000.0,-56800000.0
781,223807000.0,0.7919,12377000.0,211430000.0,187163000.0,265758000.0,460714000.0,-249284000.0,0.0,-243936000.0,1256000.0,0.0,0.0,-245192000.0,0.0,-245192000.0,-1.94,-1.94,125074557.0,126583000.0,0.0,0.9447,-1.077,-1.0899,-1.096,-0.7577,-240931000.0,-243936000.0,-245192000.0
782,958754000.0,0.2585,0.0,958754000.0,0.0,488822000.0,629061000.0,329693000.0,0.0,329693000.0,68265000.0,0.0,0.0,261428000.0,12688000.0,248740000.0,0.75,0.75,331491620.0,331258964.0,0.44,1.0,0.373,0.3439,0.259,0.5997,357247000.0,329693000.0,261428000.0
783,64952580195.258,0.0923,45705718270.5718,19246861924.6862,0.0,12729428172.9428,13465829846.583,5781032078.1032,0.0,2662482566.2483,-1225941422.5941,486750348.675,2746164574.6165,3888423988.8424,0.0,3888423988.8424,1.2245,1.2218,37129816609.484,37129816609.484,2.4672,0.2963,0.0572,0.0409999999999999,0.0837,0.1873,2662482566.2483,2662482566.2483,4375174337.5174
784,983142000.0,0.6194,448625000.0,534517000.0,183877000.0,318095000.0,572727000.0,-38210000.0,13923000.0,-46647000.0,145000.0,0.0,0.0,-46792000.0,0.0,-46792000.0,-0.41,-0.41,115892565.0,114221000.0,0.0,0.5437,0.017,-0.0333,-0.048,-0.0217,16332000.0,-32724000.0,-46792000.0
785,826011851.8519,0.2256,309105925.9259,516905925.9259,16095555.5556,33944444.4444,697088148.1481,-180182222.2222,88211851.8519,-316352592.5926,-75382962.963,0.0,0.0,-240969629.6296,0.0,-240969629.6296,-0.6889,-0.6889,174408071.1111,260401481.4815,0.0,0.6258,0.1667,-0.2762,-0.2163,-0.0116,185699259.2593,-228140740.7407,-240969629.6296
786,830950000.0,0.0658,272475000.0,558475000.0,254142000.0,486735000.0,740877000.0,-182402000.0,56426000.0,-237599000.0,5524000.0,0.0,0.0,-243123000.0,0.0,-243123000.0,-1.27,-1.27,197014986.0,190803000.0,0.0,0.6721,-0.114,-0.218,-0.293,-0.0403,-94668000.0,-181173000.0,-243123000.0
787,16994000000.0,0.4496,15872000000.0,1122000000.0,0.0,141000000.0,777000000.0,345000000.0,144000000.0,-173000000.0,34000000.0,0.0,265000000.0,-207000000.0,0.0,-207000000.0,-3.39,-3.39,98924423.0,84299893.0,3.303,0.066,0.009,-0.0017,-0.012,-0.0061,153000000.0,-29000000.0,-207000000.0
788,542082000.0,0.1396,348363000.0,193719000.0,97755000.0,92060000.0,608853000.0,-415134000.0,21518000.0,-433834000.0,-26746000.0,0.0,0.0,-407088000.0,0.0,-407088000.0,-8.63,-8.63,47793001.0,47151000.0,0.0,0.3574,-0.6679999999999999,-0.7606,-0.7509999999999999,-0.093,-362318000.0,-412316000.0,-407088000.0
789,598746000.0,0.3919,181255000.0,417491000.0,160260000.0,395159000.0,555419000.0,-137928000.0,19882000.0,-143191000.0,-12107000.0,0.0,0.0,-131084000.0,0.0,-131084000.0,-1.24,-1.24,107041554.0,105567000.0,0.0,0.6973,-0.145,-0.2059,-0.2189999999999999,0.0606,-86789000.0,-123309000.0,-131084000.0
790,232223000.0,-0.0136,51896000.0,180327000.0,65157000.0,142849000.0,208006000.0,-27679000.0,129000.0,-26535000.0,1082000.0,0.0,0.0,-27617000.0,0.0,-27617000.0,-0.38,-0.38,73798417.0,72882000.0,0.0,0.7765,-0.08,-0.1137,-0.119,-0.0236,-18526000.0,-26406000.0,-27617000.0
791,3064000000.0,0.5274,1061000000.0,2003000000.0,34000000.0,299000000.0,1234000000.0,769000000.0,379000000.0,328000000.0,0.0,101000000.0,0.0,328000000.0,0.0,328000000.0,6.77,6.77,48565905.0,48565905.0,0.0,0.6537,0.395,0.2307,0.107,-0.0522,1209000000.0,707000000.0,429000000.0
792,9566608000.0,0.0279,3173076000.0,6393532000.0,0.0,0.0,4711153000.0,1682379000.0,1556282000.0,-19822000.0,-38655000.0,1761000.0,0.0,18833000.0,0.0,18833000.0,0.03,0.03,715100411.0,730088000.0,2.035,0.6683,0.41,0.1606,0.002,0.1427,3918799000.0,1536460000.0,20594000.0
793,6253000000.0,-0.0242,4063000000.0,2190000000.0,0.0,1872200000.0,1610100000.0,579900000.0,52700000.0,527200000.0,7900000.0,0.0,0.0,519300000.0,32900000.0,486400000.0,7.72,7.44,60516066.0,63000000.0,1.24,0.3502,0.125,0.0927,0.078,0.2724,783300000.0,579900000.0,519300000.0
794,2585368000.0,0.0824,1576956000.0,1008412000.0,140585000.0,525918000.0,703191000.0,305221000.0,61559000.0,220513000.0,59619000.0,-183000.0,0.0,160894000.0,34931000.0,125963000.0,3.1,3.08,40305408.0,40675000.0,0.2,0.39,0.1669999999999999,0.1091,0.049,0.074,430704000.0,282072000.0,160711000.0
795,23452502780.8676,-0.0655,15866295884.3159,7586206896.5517,4328031145.7175,3061067853.1702,7454505005.5617,131701890.99,265739710.7898,-190989988.8765,535372636.2625,28253615.1279,0.0,-726362625.1389999,0.0,-726362625.1389999,-0.2202,-0.2202,341757035.8176,366073414.9055,0.0139999999999999,0.3235,0.0003,0.0032,-0.0034,0.0227,74749721.9132,74749721.9132,-698109010.0111
796,17279000000.0,0.1234,14738000000.0,2541000000.0,0.0,1837000000.0,1837000000.0,704000000.0,217000000.0,544000000.0,122000000.0,22000000.0,0.0,422000000.0,32000000.0,390000000.0,3.17,2.88,126946929.0,123000000.0,0.0,0.1471,0.085,0.044,0.023,0.0319,1477000000.0,761000000.0,444000000.0
797,1093065000.0,-0.6056,0.0,1093065000.0,0.0,841443000.0,843565000.0,249500000.0,59374000.0,75645000.0,86021000.0,29627000.0,0.0,-10376000.0,31662000.0,-42038000.0,-0.3,-0.3,201427878.0,199946632.0,1.93,1.0,0.1369999999999999,0.1235,-0.038,0.7314,150252000.0,135019000.0,19251000.0
798,3462269000.0,0.0182,1964786000.0,1497483000.0,0.0,1144980000.0,1106050000.0,391433000.0,34569000.0,355975000.0,73907000.0,0.0,0.0,282068000.0,0.0,282068000.0,6.06,6.0,45848908.0,45848908.0,1.8,0.4325,0.139,0.1128,0.081,0.0846,480197000.0,390544000.0,282068000.0
799,559157000.0,-0.0596,240881000.0,318276000.0,71896000.0,103880000.0,184389000.0,133887000.0,0.0,136231000.0,31541000.0,0.0,0.0,104690000.0,0.0,104690000.0,1.58,1.58,65378469.0,66201000.0,0.0,0.5692,0.259,0.2436,0.187,0.2326,144844000.0,136231000.0,104690000.0
800,9352000000.0,0.1259,7355300000.0,1996700000.0,355200000.0,1069400000.0,1582600000.0,414100000.0,53800000.0,396400000.0,110900000.0,-1800000.0,0.0,285500000.0,0.0,285500000.0,3.62,3.58,78284171.0,78800000.0,0.6,0.2135,0.079,0.0481,0.031,0.0423,740100000.0,450200000.0,283700000.0
801,1179573000.0,0.1838,755216000.0,424357000.0,0.0,327449000.0,347978000.0,76379000.0,15436000.0,54991000.0,4738000.0,0.0,0.0,50253000.0,0.0,50253000.0,0.84,0.84,59520468.0,59544000.0,0.26,0.3598,0.0969999999999999,0.0597,0.043,0.0313,114898000.0,70427000.0,50253000.0
802,14950000000.0,0.066,0.0,14950000000.0,0.0,12189000000.0,12189000000.0,2761000000.0,290000000.0,2224000000.0,574000000.0,20000000.0,0.0,1650000000.0,0.0,1650000000.0,3.26,3.23,503708096.0,506000000.0,1.58,1.0,0.201,0.1682,0.11,0.1416,3008000000.0,2514000000.0,1670000000.0
803,8430000000.0,0.0163,6295000000.0,2135000000.0,0.0,997000000.0,1388000000.0,747000000.0,299000000.0,270000000.0,151000000.0,178000000.0,0.0,119000000.0,0.0,119000000.0,0.24,0.24,500757037.0,500400000.0,0.0,0.2533,0.067,0.0675,0.0139999999999999,0.1937,569000000.0,569000000.0,297000000.0
804,2260502000.0,-0.0067,1296983000.0,963519000.0,0.0,141533000.0,810674000.0,152845000.0,5900000.0,146466000.0,-10926000.0,0.0,0.0,157392000.0,0.0,157392000.0,3.35,3.27,45785285.0,46930000.0,1.06,0.4262,0.108,0.0674,0.07,0.0515,245095000.0,152366000.0,157392000.0
805,9124000000.0,0.0312,7132000000.0,1992000000.0,0.0,1220000000.0,1518000000.0,474000000.0,188000000.0,267000000.0,102000000.0,0.0,0.0,165000000.0,0.0,165000000.0,2.08,2.06,77346138.0,77346138.0,0.0,0.2183,0.294,0.0499,0.018,-0.0617,2685000000.0,455000000.0,165000000.0
806,4227393000.0,0.0881,3489200000.0,738193000.0,0.0,416943000.0,479648000.0,258545000.0,0.0,269400000.0,63036000.0,4116000.0,0.0,206364000.0,0.0,206364000.0,1.85,1.83,118678633.0,118678633.0,0.0,0.1746,0.07,0.0637,0.049,0.0272,295791000.0,269400000.0,210480000.0
807,8047000000.0,0.2117,4683000000.0,3364000000.0,0.0,1038000000.0,1413000000.0,1951000000.0,481000000.0,1476000000.0,380000000.0,0.0,0.0,1096000000.0,0.0,1096000000.0,13.26,13.12,81102622.0,81102622.0,0.0,0.418,0.451,0.2432,0.136,0.1552,3628000000.0,1957000000.0,1096000000.0
808,1309132000.0,0.3874,256409000.0,1052723000.0,301114000.0,937019000.0,1238133000.0,-185410000.0,8794000.0,-188861000.0,1357000.0,0.0,0.0,-190218000.0,0.0,-190218000.0,-1.36,-1.36,141458410.0,139866000.0,0.0,0.8041,-0.106,-0.1375,-0.145,0.1852,-139126000.0,-180067000.0,-190218000.0
809,1214969000.0,0.0428,192134000.0,1022835000.0,57884000.0,197559000.0,255443000.0,767392000.0,114845000.0,729516000.0,147027000.0,0.0,0.0,582489000.0,0.0,582489000.0,5.13,4.75,120888417.0,113452000.0,0.0,0.8419,0.735,0.695,0.479,0.5438,892728000.0,844361000.0,582489000.0
810,4442700000.0,0.0568,0.0,4442700000.0,0.0,2325600000.0,2574500000.0,1868200000.0,216000000.0,1661200000.0,351600000.0,9800000.0,0.0,1309600000.0,0.0,1309600000.0,6.84,6.74,191600000.0,191600000.0,1.76,1.0,0.466,0.4225,0.295,0.3085,2069100000.0,1877200000.0,1319400000.0
811,1227392000.0,-0.1879,448663000.0,778729000.0,0.0,92631000.0,403994000.0,374735000.0,208669000.0,247262000.0,0.0,23594000.0,0.0,247262000.0,14950000.0,232312000.0,2.67,2.67,85270726.0,86753000.0,3.2880000000000003,0.6345,0.609,0.3715,0.1889999999999999,0.1031,747846000.0,455931000.0,270856000.0
812,1060743000.0,0.7553,209169000.0,851574000.0,31611000.0,134604000.0,536084000.0,315490000.0,123330000.0,181418000.0,66850000.0,7287000.0,0.0,114568000.0,16869000.0,97699000.0,0.56,0.56,176188312.0,174748000.0,0.0,0.8028,0.698,0.2873,0.092,-0.2734,740523000.0,304748000.0,121855000.0
813,1515371000.0,-0.0716,1530535000.0,-15164000.0,0.0,36373000.0,36373000.0,-51537000.0,17132000.0,-60835000.0,-562000.0,-7663000.0,0.0,-60273000.0,1265000.0,-61538000.0,-1.42,-1.42,45716235.0,43376000.0,0.0,-0.01,-0.002,-0.0288,-0.0409999999999999,-0.009,-2854000.0,-43703000.0,-67936000.0
